,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
26,GO:BP,GO:0044782,cilium organization,2.986027119363727e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",146,9484,68,13824,0.007169970476592155,0.4657534246575342,other,"['GO:0006996', 'GO:0120036']"
27,GO:CC,GO:0030964,NADH dehydrogenase complex,3.254779204235899e-05,True,"""An integral membrane complex that possesses NADH oxidoreductase activity. The complex is one of the components of the electron transport chain. It catalyzes the transfer of a pair of electrons from NADH to a quinone."" [GOC:mah]",48,9484,16,13824,0.001687051876845213,0.3333333333333333,other,"['GO:0098796', 'GO:1990204']"
28,GO:CC,GO:0005747,mitochondrial respiratory chain complex I,3.254779204235899e-05,True,"""A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. It contains about 25 different polypeptide subunits, including NADH dehydrogenase (ubiquinone), flavin mononucleotide and several different iron-sulfur clusters containing non-heme iron. The iron undergoes oxidation-reduction between Fe(II) and Fe(III), and catalyzes proton translocation linked to the oxidation of NADH by ubiquinone."" [GOC:mtg_sensu, ISBN:0198547684]",48,9484,16,13824,0.001687051876845213,0.3333333333333333,other,"['GO:0005746', 'GO:0045271', 'GO:0098800']"
29,GO:CC,GO:0045271,respiratory chain complex I,3.254779204235899e-05,True,"""Respiratory chain complex I is an enzyme of the respiratory chain. It consists of several polypeptide chains and is L-shaped, with a horizontal arm lying in the membrane and a vertical arm that projects into the matrix. The electrons of NADH enter the chain at this complex."" [GOC:imk, GOC:jid, ISBN:0716749556]",48,9484,16,13824,0.001687051876845213,0.3333333333333333,other,"['GO:0030964', 'GO:0098803']"
30,GO:CC,GO:0016592,mediator complex,3.324358259792654e-05,True,"""A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."" [PMID:11454195, PMID:16168358, PMID:17870225]",36,9484,10,13824,0.001054407423028258,0.2777777777777778,other,['GO:0140513']
31,GO:BP,GO:0034470,ncRNA processing,5.019339559906192e-05,True,"""Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules."" [GOC:mah]",273,9484,145,13824,0.015288907633909743,0.5311355311355311,other,"['GO:0006396', 'GO:0034660']"
32,GO:CC,GO:0036064,ciliary basal body,0.00015619144927418922,True,"""A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport."" [GOC:cilia, GOC:clt, PMID:21750193]",38,9484,12,13824,0.0012652889076339097,0.3157894736842105,other,"['GO:0005815', 'GO:0005929']"
33,GO:CC,GO:0070013,intracellular organelle lumen,0.00015619144927418922,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",1171,9484,733,13824,0.07728806410797132,0.6259607173356105,other,"['GO:0031974', 'GO:0043229']"
34,GO:CC,GO:0031974,membrane-enclosed lumen,0.00015619144927418922,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",1172,9484,734,13824,0.07739350485027414,0.6262798634812287,other,['GO:0110165']
35,GO:CC,GO:0043233,organelle lumen,0.00015619144927418922,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",1172,9484,734,13824,0.07739350485027414,0.6262798634812287,other,"['GO:0031974', 'GO:0043226']"
36,GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,0.00029744474223313325,True,"""A protein complex that is part of an endoplasmic reticulum."" [GOC:pg]",72,9484,31,13824,0.0032686630113876003,0.4305555555555556,other,"['GO:0005783', 'GO:0032991']"
37,WP,WP:WP542,Electron Transport Chain,0.0012685941528905518,True,Electron Transport Chain,40,9484,15,13824,0.0015816111345423871,0.375,other,['WP:000000']
38,GO:BP,GO:0042254,ribosome biogenesis,0.0015939003020197663,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",235,9484,127,13824,0.013390974272458878,0.5404255319148936,other,['GO:0022613']
39,GO:BP,GO:0002181,cytoplasmic translation,0.0018964484315741237,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",149,9484,75,13824,0.007908055672711935,0.5033557046979866,other,['GO:0006412']
40,GO:MF,GO:0003954,NADH dehydrogenase activity,0.0018964749706362263,True,"""Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."" [EC:1.6.99.3]",36,9484,11,13824,0.001159848165331084,0.3055555555555556,other,['GO:0016651']
41,GO:CC,GO:0031082,BLOC complex,0.0019188421876284339,True,"""Any of several protein complexes required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes, platelet dense granules, and other related organelles; acronym for biogenesis of lysosomal-related organelles complex."" [PMID:15102850, PMID:15261680]",14,9484,2,13824,0.00021088148460565162,0.14285714285714285,other,"['GO:0005829', 'GO:0032991']"
42,GO:MF,GO:0019843,rRNA binding,0.002754858258996548,True,"""Interacting selectively and non-covalently with ribosomal RNA."" [GOC:jl]",43,9484,15,13824,0.0015816111345423871,0.3488372093023256,other,['GO:0003723']
43,GO:BP,GO:0042273,ribosomal large subunit biogenesis,0.0042543797658112295,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",65,9484,27,13824,0.002846900042176297,0.4153846153846154,other,"['GO:0022613', 'GO:0042254']"
44,GO:BP,GO:0034660,ncRNA metabolic process,0.004310613024472842,True,"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]",340,9484,195,13824,0.020560944749051034,0.5735294117647058,other,['GO:0016070']
45,GO:BP,GO:0033108,mitochondrial respiratory chain complex assembly,0.004310613024472842,True,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex."" [GOC:mah]",52,9484,20,13824,0.002108814846056516,0.38461538461538464,other,"['GO:0007005', 'GO:0034622']"
46,GO:BP,GO:0006518,peptide metabolic process,0.005106011663889181,True,"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]",599,9484,362,13824,0.03816954871362294,0.6043405676126878,other,"['GO:0043603', 'GO:1901564']"
47,GO:BP,GO:0060271,cilium assembly,0.005106011663889181,True,"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441, Reactome:R-HSA-5617833.2]",131,9484,66,13824,0.006959088991986504,0.5038167938931297,other,"['GO:0044782', 'GO:0070925', 'GO:0120031']"
48,GO:BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0.006962100778088165,True,"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]",36,9484,12,13824,0.0012652889076339097,0.3333333333333333,other,"['GO:0022904', 'GO:0042775']"
49,GO:CC,GO:0005730,nucleolus,0.00707902358644652,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",237,9484,136,13824,0.01433994095318431,0.5738396624472574,other,"['GO:0031981', 'GO:0043232']"
50,GO:CC,GO:0031083,BLOC-1 complex,0.009049780309757992,True,"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."" [PMID:15102850]",10,9484,1,13824,0.00010544074230282581,0.1,other,['GO:0031082']
51,GO:BP,GO:0009451,RNA modification,0.009919776186383424,True,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",121,9484,61,13824,0.0064318852804723745,0.5041322314049587,other,"['GO:0016070', 'GO:0043412']"
52,GO:CC,GO:0140513,nuclear protein-containing complex,0.011668135157649261,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",897,9484,568,13824,0.059890341628005064,0.633221850613155,other,"['GO:0005634', 'GO:0032991']"
53,GO:BP,GO:0008033,tRNA processing,0.012553234459380894,True,"""The process in which a pre-tRNA molecule is converted to a mature tRNA, ready for addition of an aminoacyl group."" [GOC:jl, PMID:12533506]",85,9484,40,13824,0.004217629692113032,0.47058823529411764,other,"['GO:0006399', 'GO:0034470']"
54,GO:BP,GO:0017004,cytochrome complex assembly,0.013985792733527815,True,"""The aggregation, arrangement and bonding together of a cytochrome complex. A cytochrome complex is a protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions."" [GOC:jl, GOC:mah]",31,9484,10,13824,0.001054407423028258,0.3225806451612903,other,['GO:0034622']
55,GO:CC,GO:0032039,integrator complex,0.015323844427748402,True,"""A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II."" [PMID:16239144]",14,9484,3,13824,0.0003163222269084774,0.21428571428571427,other,['GO:0140513']
56,GO:CC,GO:0043596,nuclear replication fork,0.016432258097585358,True,"""The Y-shaped region of a nuclear replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:jl, GOC:mtg_sensu]",22,9484,7,13824,0.0007380851961197807,0.3181818181818182,other,"['GO:0000228', 'GO:0005657']"
57,GO:BP,GO:1901566,organonitrogen compound biosynthetic process,0.019445546070920677,True,"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]",1038,9484,655,13824,0.0690636862083509,0.6310211946050096,other,"['GO:1901564', 'GO:1901576']"
58,GO:CC,GO:0000145,exocyst,0.02045720978012371,True,"""A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals."" [GOC:cilia, PMID:15292201, PMID:27243008, PMID:9700152]",9,9484,1,13824,0.00010544074230282581,0.1111111111111111,other,"['GO:0005938', 'GO:0099023']"
59,GO:CC,GO:0043232,intracellular non-membrane-bounded organelle,0.02045720978012371,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1798,9484,1173,13824,0.12368199072121468,0.6523915461624027,other,"['GO:0005622', 'GO:0043228', 'GO:0043229']"
60,GO:CC,GO:0043228,non-membrane-bounded organelle,0.02045720978012371,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1798,9484,1173,13824,0.12368199072121468,0.6523915461624027,other,['GO:0043226']
61,GO:CC,GO:0032991,protein-containing complex,0.02045720978012371,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",2914,9484,1926,13824,0.20307886967524252,0.6609471516815374,other,['GO:0005575']
62,GO:CC,GO:0031314,extrinsic component of mitochondrial inner membrane,0.02045720978012371,True,"""The component of mitochondrial inner membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:mah]",9,9484,1,13824,0.00010544074230282581,0.1111111111111111,other,"['GO:0005743', 'GO:0031312']"
63,GO:CC,GO:0098803,respiratory chain complex,0.023336397890001605,True,"""Any protein complex that is part of a respiratory chain."" [GOC:dos]",82,9484,42,13824,0.004428511176718684,0.5121951219512195,other,"['GO:0070469', 'GO:0098796']"
64,GO:CC,GO:0005739,mitochondrion,0.023336397890001605,True,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",890,9484,567,13824,0.059784900885702236,0.6370786516853932,other,"['GO:0005737', 'GO:0043231']"
65,GO:CC,GO:0030992,intraciliary transport particle B,0.025944122536894303,True,"""The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa."" [GOC:cilia, GOC:kmv, PMID:14570576, PMID:19253336]",11,9484,2,13824,0.00021088148460565162,0.18181818181818182,other,"['GO:0030990', 'GO:0032991']"
66,KEGG,KEGG:00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.027428265976126034,True,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,24,9484,8,13824,0.0008435259384226065,0.3333333333333333,other,['KEGG:00000']
67,GO:CC,GO:0030008,TRAPP complex,0.029345543431383025,True,"""A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active."" [GOC:bhm, GOC:vw, PMID:22669257]",13,9484,3,13824,0.0003163222269084774,0.23076923076923078,other,"['GO:0099023', 'GO:0140535']"
68,GO:BP,GO:0008535,respiratory chain complex IV assembly,0.029869193062315846,True,"""The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase), the terminal member of the respiratory chain of the mitochondrion and some aerobic bacteria. Cytochrome c oxidases are multi-subunit enzymes containing from 13 subunits in the mammalian mitochondrial form to 3-4 subunits in the bacterial forms."" [GOC:jl, http://www.med.wright.edu/bmb/lp/lplab.htm]",22,9484,6,13824,0.0006326444538169548,0.2727272727272727,other,['GO:0017004']
69,GO:CC,GO:0030684,preribosome,0.030418950028070255,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",73,9484,37,13824,0.003901307465204555,0.5068493150684932,other,['GO:1990904']
70,GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,0.031076142293349124,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."" [GOC:isa_complete, GOC:mah]",330,9484,194,13824,0.02045550400674821,0.5878787878787879,other,['GO:0044085']
71,GO:BP,GO:0051236,establishment of RNA localization,0.03236161601422358,True,"""The directed movement of RNA to a specific location."" [GOC:ai]",126,9484,66,13824,0.006959088991986504,0.5238095238095238,other,"['GO:0006403', 'GO:0051234']"
72,GO:CC,GO:0005746,mitochondrial respirasome,0.04494075008883929,True,"""The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:curators, GOC:ecd, ISBN:0198547684]",82,9484,43,13824,0.0045339519190215095,0.524390243902439,other,"['GO:0005743', 'GO:0070469']"
73,GO:BP,GO:0050658,RNA transport,0.045871820987672604,True,"""The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",125,9484,66,13824,0.006959088991986504,0.528,other,"['GO:0050657', 'GO:0051236']"
74,GO:BP,GO:0050657,nucleic acid transport,0.045871820987672604,True,"""The directed movement of nucleic acids, single or double-stranded polynucleotides involved in the storage, transmission and transfer of genetic information, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]",125,9484,66,13824,0.006959088991986504,0.528,other,['GO:0015931']
75,GO:CC,GO:0070469,respirasome,0.048369859686914894,True,"""The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:ecd, GOC:mah, ISBN:0198547684, Wikipedia:Respirasome]",85,9484,45,13824,0.004744833403627162,0.5294117647058824,other,"['GO:0016020', 'GO:0110165']"
76,GO:CC,GO:0038201,TOR complex,0.048369859686914894,True,"""A protein complex that contains at least TOR (target of rapamycin) in complex with other signaling components. Mediates the phosphorylation and activation of downstream signaling components including PKB (AKT) or S6K."" [Wikipedia:MTORC1, Wikipedia:MTORC2]",8,9484,1,13824,0.00010544074230282581,0.125,other,['GO:0140535']
