,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
10,GO:BP,GO:0032543,mitochondrial translation,1.2110199578946238e-14,True,"""The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."" [GOC:go_curators]",112,10520,42,13824,0.0039923954372623575,0.375,other,"['GO:0006412', 'GO:0140053']"
11,GO:CC,GO:1990904,ribonucleoprotein complex,2.2340822010928155e-11,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",583,10520,366,13824,0.03479087452471483,0.62778730703259,other,['GO:0032991']
12,GO:CC,GO:0098798,mitochondrial protein-containing complex,3.8554871602233676e-10,True,"""A protein complex that is part of a mitochondrion."" [GOC:dos]",267,10520,152,13824,0.014448669201520912,0.5692883895131086,other,"['GO:0005739', 'GO:0032991']"
13,GO:MF,GO:0005184,neuropeptide hormone activity,4.704072596166634e-09,True,"""The action characteristic of a neuropeptide hormone, any peptide hormone that acts in the central nervous system. A neuropeptide is any of several types of molecules found in brain tissue, composed of short chains of amino acids; they include endorphins, enkephalins, vasopressin, and others. They are often localized in axon terminals at synapses and are classified as putative neurotransmitters, although some are also hormones."" [GOC:mah]",33,10520,6,13824,0.0005703422053231939,0.18181818181818182,other,['GO:0005179']
14,GO:CC,GO:0005759,mitochondrial matrix,1.260025451402851e-08,True,"""The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."" [GOC:as, ISBN:0198506732]",188,10520,103,13824,0.009790874524714829,0.5478723404255319,other,"['GO:0005739', 'GO:0043233', 'GO:0070013']"
15,GO:CC,GO:0022625,cytosolic large ribosomal subunit,6.875640304326233e-08,True,"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",58,10520,22,13824,0.002091254752851711,0.3793103448275862,other,"['GO:0015934', 'GO:0022626']"
16,GO:CC,GO:0022626,cytosolic ribosome,6.875640304326233e-08,True,"""A ribosome located in the cytosol."" [GOC:mtg_sensu]",107,10520,52,13824,0.00494296577946768,0.48598130841121495,other,"['GO:0005829', 'GO:0005840']"
17,GO:MF,GO:0005179,hormone activity,6.115071063146017e-07,True,"""The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."" [GOC:dph, GOC:mah, ISBN:0198506732]",51,10520,18,13824,0.0017110266159695818,0.35294117647058826,other,['GO:0048018']
18,GO:BP,GO:0006412,translation,1.9708525712314e-06,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",454,10520,289,13824,0.02747148288973384,0.6365638766519823,other,"['GO:0010467', 'GO:0034645', 'GO:0043043', 'GO:0044267']"
19,GO:BP,GO:0034470,ncRNA processing,1.9708525712314e-06,True,"""Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules."" [GOC:mah]",273,10520,163,13824,0.015494296577946768,0.5970695970695971,other,"['GO:0006396', 'GO:0034660']"
20,GO:CC,GO:0005763,mitochondrial small ribosomal subunit,2.618493218510085e-05,True,"""The smaller of the two subunits of a mitochondrial ribosome."" [GOC:mcc]",31,10520,10,13824,0.0009505703422053232,0.3225806451612903,other,"['GO:0000314', 'GO:0005761', 'GO:0098798']"
21,GO:CC,GO:0000314,organellar small ribosomal subunit,2.618493218510085e-05,True,"""The smaller of the two subunits of an organellar ribosome."" [GOC:mcc]",31,10520,10,13824,0.0009505703422053232,0.3225806451612903,other,"['GO:0000313', 'GO:0015935']"
22,GO:CC,GO:0015935,small ribosomal subunit,2.685212661250875e-05,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",77,10520,38,13824,0.003612167300380228,0.4935064935064935,other,['GO:0044391']
23,GO:CC,GO:0099023,vesicle tethering complex,0.00010968874025290988,True,"""Any protein complex that plays a role in vesicle tethering."" [GOC:dos, GOC:vw, PMID:27243008]",43,10520,18,13824,0.0017110266159695818,0.4186046511627907,other,['GO:0032991']
24,GO:CC,GO:0043233,organelle lumen,0.00010968874025290988,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",1172,10520,825,13824,0.07842205323193917,0.7039249146757679,other,"['GO:0031974', 'GO:0043226']"
25,GO:CC,GO:0031974,membrane-enclosed lumen,0.00010968874025290988,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",1172,10520,825,13824,0.07842205323193917,0.7039249146757679,other,['GO:0110165']
26,GO:CC,GO:0070013,intracellular organelle lumen,0.00010968874025290988,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",1171,10520,824,13824,0.07832699619771863,0.703672075149445,other,"['GO:0031974', 'GO:0043229']"
27,GO:CC,GO:0016592,mediator complex,0.00013312070350009444,True,"""A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."" [PMID:11454195, PMID:16168358, PMID:17870225]",36,10520,14,13824,0.0013307984790874524,0.3888888888888889,other,['GO:0140513']
28,GO:BP,GO:0043043,peptide biosynthetic process,0.00030767312780077886,True,"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]",503,10520,333,13824,0.031653992395437265,0.6620278330019881,other,"['GO:0006518', 'GO:0043604', 'GO:1901566']"
29,GO:BP,GO:0042254,ribosome biogenesis,0.00030767312780077886,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",235,10520,144,13824,0.013688212927756654,0.6127659574468085,other,['GO:0022613']
30,GO:CC,GO:0030964,NADH dehydrogenase complex,0.00033001870385093604,True,"""An integral membrane complex that possesses NADH oxidoreductase activity. The complex is one of the components of the electron transport chain. It catalyzes the transfer of a pair of electrons from NADH to a quinone."" [GOC:mah]",48,10520,22,13824,0.002091254752851711,0.4583333333333333,other,"['GO:0098796', 'GO:1990204']"
31,GO:CC,GO:0045271,respiratory chain complex I,0.00033001870385093604,True,"""Respiratory chain complex I is an enzyme of the respiratory chain. It consists of several polypeptide chains and is L-shaped, with a horizontal arm lying in the membrane and a vertical arm that projects into the matrix. The electrons of NADH enter the chain at this complex."" [GOC:imk, GOC:jid, ISBN:0716749556]",48,10520,22,13824,0.002091254752851711,0.4583333333333333,other,"['GO:0030964', 'GO:0098803']"
32,GO:CC,GO:0005747,mitochondrial respiratory chain complex I,0.00033001870385093604,True,"""A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. It contains about 25 different polypeptide subunits, including NADH dehydrogenase (ubiquinone), flavin mononucleotide and several different iron-sulfur clusters containing non-heme iron. The iron undergoes oxidation-reduction between Fe(II) and Fe(III), and catalyzes proton translocation linked to the oxidation of NADH by ubiquinone."" [GOC:mtg_sensu, ISBN:0198547684]",48,10520,22,13824,0.002091254752851711,0.4583333333333333,other,"['GO:0005746', 'GO:0045271', 'GO:0098800']"
33,GO:MF,GO:0071855,neuropeptide receptor binding,0.0003452230940842829,True,"""Interacting selectively and non-covalently with a neuropeptide receptor."" [GOC:kmv, GOC:mah]",15,10520,2,13824,0.00019011406844106463,0.13333333333333333,other,['GO:0001664']
34,GO:BP,GO:0034660,ncRNA metabolic process,0.0003773305659309554,True,"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]",340,10520,218,13824,0.020722433460076045,0.6411764705882353,other,['GO:0016070']
35,GO:CC,GO:0005739,mitochondrion,0.0005157015738382686,True,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",890,10520,623,13824,0.05922053231939164,0.7,other,"['GO:0005737', 'GO:0043231']"
36,WP,WP:WP542,Electron Transport Chain,0.0005820588518920579,True,Electron Transport Chain,40,10520,18,13824,0.0017110266159695818,0.45,other,['WP:000000']
37,GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,0.0006561768593187795,True,"""A protein complex that is part of an endoplasmic reticulum."" [GOC:pg]",72,10520,38,13824,0.003612167300380228,0.5277777777777778,other,"['GO:0005783', 'GO:0032991']"
38,GO:BP,GO:0033108,mitochondrial respiratory chain complex assembly,0.0007321769700836816,True,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex."" [GOC:mah]",52,10520,23,13824,0.0021863117870722436,0.4423076923076923,other,"['GO:0007005', 'GO:0034622']"
39,GO:CC,GO:0032039,integrator complex,0.001183039341301889,True,"""A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II."" [PMID:16239144]",14,10520,3,13824,0.00028517110266159697,0.21428571428571427,other,['GO:0140513']
40,GO:CC,GO:0031082,BLOC complex,0.001183039341301889,True,"""Any of several protein complexes required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes, platelet dense granules, and other related organelles; acronym for biogenesis of lysosomal-related organelles complex."" [PMID:15102850, PMID:15261680]",14,10520,3,13824,0.00028517110266159697,0.21428571428571427,other,"['GO:0005829', 'GO:0032991']"
41,GO:BP,GO:0043604,amide biosynthetic process,0.0012379648149799475,True,"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:curators]",549,10520,370,13824,0.03517110266159696,0.6739526411657559,other,"['GO:0043603', 'GO:0044271']"
42,GO:BP,GO:0002181,cytoplasmic translation,0.002116307215715135,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",149,10520,88,13824,0.008365019011406844,0.5906040268456376,other,['GO:0006412']
43,GO:CC,GO:0070847,core mediator complex,0.003913495692780728,True,"""A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."" [PMID:11454195, PMID:16168358, PMID:17870225]",11,10520,2,13824,0.00019011406844106463,0.18181818181818182,other,['GO:0090575']
44,GO:BP,GO:1901566,organonitrogen compound biosynthetic process,0.0047607982171576045,True,"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]",1038,10520,731,13824,0.06948669201520913,0.7042389210019268,other,"['GO:1901564', 'GO:1901576']"
45,GO:BP,GO:0008033,tRNA processing,0.0047607982171576045,True,"""The process in which a pre-tRNA molecule is converted to a mature tRNA, ready for addition of an aminoacyl group."" [GOC:jl, PMID:12533506]",85,10520,46,13824,0.004372623574144487,0.5411764705882353,other,"['GO:0006399', 'GO:0034470']"
46,GO:MF,GO:0003954,NADH dehydrogenase activity,0.005336702145424543,True,"""Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."" [EC:1.6.99.3]",36,10520,15,13824,0.0014258555133079848,0.4166666666666667,other,['GO:0016651']
47,GO:BP,GO:0017004,cytochrome complex assembly,0.0054525802313512076,True,"""The aggregation, arrangement and bonding together of a cytochrome complex. A cytochrome complex is a protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions."" [GOC:jl, GOC:mah]",31,10520,12,13824,0.0011406844106463879,0.3870967741935484,other,['GO:0034622']
48,GO:BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0.0054525802313512076,True,"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]",36,10520,15,13824,0.0014258555133079848,0.4166666666666667,other,"['GO:0022904', 'GO:0042775']"
49,GO:CC,GO:0031902,late endosome membrane,0.006005283987871908,True,"""The lipid bilayer surrounding a late endosome."" [GOC:pz]",41,10520,20,13824,0.0019011406844106464,0.4878048780487805,other,"['GO:0005770', 'GO:0010008']"
50,GO:CC,GO:0032991,protein-containing complex,0.010067394773967954,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",2914,10520,2145,13824,0.20389733840304183,0.7361015785861359,other,['GO:0005575']
51,GO:CC,GO:0031083,BLOC-1 complex,0.01182375856830933,True,"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."" [PMID:15102850]",10,10520,2,13824,0.00019011406844106463,0.2,other,['GO:0031082']
52,GO:CC,GO:0008250,oligosaccharyltransferase complex,0.01182375856830933,True,"""A protein complex that is found in the endoplasmic reticulum membrane of eukaryotes and transfers lipid-linked oligosaccharide precursor to asparagine residues on nascent proteins. In yeast, the complex includes at least nine different subunits, whereas in mammalian cells at least three different forms of the complex have been detected."" [ISBN:0879695595, PMID:15835887]",10,10520,2,13824,0.00019011406844106463,0.2,other,"['GO:0005789', 'GO:0098796', 'GO:0140534', 'GO:1990234']"
53,GO:BP,GO:0042273,ribosomal large subunit biogenesis,0.012131505191761325,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",65,10520,34,13824,0.003231939163498099,0.5230769230769231,other,"['GO:0022613', 'GO:0042254']"
54,GO:CC,GO:0030684,preribosome,0.013483687560448787,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",73,10520,42,13824,0.0039923954372623575,0.5753424657534246,other,['GO:1990904']
55,GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,0.01578949928763084,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."" [GOC:isa_complete, GOC:mah]",330,10520,219,13824,0.020817490494296577,0.6636363636363637,other,['GO:0044085']
56,GO:BP,GO:0009451,RNA modification,0.016094836465017717,True,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",121,10520,72,13824,0.006844106463878327,0.5950413223140496,other,"['GO:0016070', 'GO:0043412']"
57,KEGG,KEGG:00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.02147897307190476,True,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,24,10520,10,13824,0.0009505703422053232,0.4166666666666667,other,['KEGG:00000']
58,GO:BP,GO:0006518,peptide metabolic process,0.02473662755238465,True,"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]",599,10520,415,13824,0.03944866920152091,0.6928213689482471,other,"['GO:0043603', 'GO:1901564']"
59,GO:CC,GO:0005746,mitochondrial respirasome,0.026680436149664043,True,"""The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:curators, GOC:ecd, ISBN:0198547684]",82,10520,49,13824,0.004657794676806083,0.5975609756097561,other,"['GO:0005743', 'GO:0070469']"
60,GO:CC,GO:0098803,respiratory chain complex,0.026680436149664043,True,"""Any protein complex that is part of a respiratory chain."" [GOC:dos]",82,10520,49,13824,0.004657794676806083,0.5975609756097561,other,"['GO:0070469', 'GO:0098796']"
61,GO:BP,GO:0009069,serine family amino acid metabolic process,0.028523089043280665,True,"""The chemical reactions and pathways involving amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine."" [GOC:ai]",15,10520,4,13824,0.00038022813688212925,0.26666666666666666,other,['GO:1901605']
62,GO:BP,GO:0009070,serine family amino acid biosynthetic process,0.028523089043280665,True,"""The chemical reactions and pathways resulting in the formation of amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine."" [GOC:ai]",9,10520,1,13824,9.505703422053231e-05,0.1111111111111111,other,"['GO:0009069', 'GO:1901607']"
63,GO:BP,GO:0008535,respiratory chain complex IV assembly,0.030408214924699258,True,"""The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase), the terminal member of the respiratory chain of the mitochondrion and some aerobic bacteria. Cytochrome c oxidases are multi-subunit enzymes containing from 13 subunits in the mammalian mitochondrial form to 3-4 subunits in the bacterial forms."" [GOC:jl, http://www.med.wright.edu/bmb/lp/lplab.htm]",22,10520,8,13824,0.0007604562737642585,0.36363636363636365,other,['GO:0017004']
64,GO:BP,GO:0002097,tRNA wobble base modification,0.036620647103342,True,"""The process in which the nucleotide at position 34 in the anticodon of a tRNA is post-transcriptionally modified."" [GOC:hjd, ISBN:155581073X]",20,10520,7,13824,0.0006653992395437262,0.35,other,['GO:0006400']
65,GO:BP,GO:0006364,rRNA processing,0.036620647103342,True,"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]",155,10520,97,13824,0.009220532319391635,0.6258064516129033,other,"['GO:0016072', 'GO:0034470', 'GO:0042254']"
66,GO:CC,GO:0140445,"chromosome, telomeric repeat region",0.036745161491757806,True,"""A complex of DNA and protein that seals the end of a chromosome. The telomeric repeat DNA consists of simple tandemly repeated sequences specific for each species. Typically one strand is G-rich and the other C-rich. The G-rich strand forms a 3'-terminal overhang, the length of which varies with species. The single strand overhang is bound by a variety of proteins, including telomere capping proteins that bind to the single-stranded DNA and seal the telomeric loop."" [PMID:11352055, PMID:30208292]",7,10520,1,13824,9.505703422053231e-05,0.14285714285714285,other,['GO:0000781']
67,GO:MF,GO:0019843,rRNA binding,0.04287656263565583,True,"""Interacting selectively and non-covalently with ribosomal RNA."" [GOC:jl]",43,10520,21,13824,0.0019961977186311788,0.4883720930232558,other,['GO:0003723']
68,GO:BP,GO:0070972,protein localization to endoplasmic reticulum,0.04563206789201184,True,"""A process in which a protein is transported to, or maintained in, a location within the endoplasmic reticulum."" [GOC:mah]",33,10520,15,13824,0.0014258555133079848,0.45454545454545453,other,['GO:0033365']
