,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
10,GO:CC,GO:0005762,mitochondrial large ribosomal subunit,4.545334547514145e-15,True,"""The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."" [GOC:mcc]",51,4316,45,13824,0.010426320667284522,0.8823529411764706,fastevol,"['GO:0000315', 'GO:0005761', 'GO:0098798']"
11,GO:MF,GO:0005184,neuropeptide hormone activity,1.1404857565689327e-12,True,"""The action characteristic of a neuropeptide hormone, any peptide hormone that acts in the central nervous system. A neuropeptide is any of several types of molecules found in brain tissue, composed of short chains of amino acids; they include endorphins, enkephalins, vasopressin, and others. They are often localized in axon terminals at synapses and are classified as putative neurotransmitters, although some are also hormones."" [GOC:mah]",33,4316,32,13824,0.0074142724745134385,0.9696969696969697,fastevol,['GO:0005179']
12,GO:CC,GO:1990904,ribonucleoprotein complex,3.166710708818239e-11,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",583,4316,264,13824,0.061167747914735865,0.4528301886792453,fastevol,['GO:0032991']
13,GO:MF,GO:0005179,hormone activity,3.0716863659431205e-10,True,"""The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."" [GOC:dph, GOC:mah, ISBN:0198506732]",51,4316,41,13824,0.009499536607970344,0.803921568627451,fastevol,['GO:0048018']
14,GO:CC,GO:0098798,mitochondrial protein-containing complex,6.51933153162857e-09,True,"""A protein complex that is part of a mitochondrion."" [GOC:dos]",267,4316,134,13824,0.03104726598702502,0.50187265917603,fastevol,"['GO:0005739', 'GO:0032991']"
15,GO:CC,GO:0099023,vesicle tethering complex,1.3462308162490885e-08,True,"""Any protein complex that plays a role in vesicle tethering."" [GOC:dos, GOC:vw, PMID:27243008]",43,4316,34,13824,0.007877664504170528,0.7906976744186046,fastevol,['GO:0032991']
16,GO:CC,GO:0005759,mitochondrial matrix,2.438559526347395e-08,True,"""The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."" [GOC:as, ISBN:0198506732]",188,4316,100,13824,0.023169601482854494,0.5319148936170213,fastevol,"['GO:0005739', 'GO:0043233', 'GO:0070013']"
17,GO:BP,GO:0006412,translation,9.360055888955956e-08,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",454,4316,207,13824,0.04796107506950881,0.45594713656387664,fastevol,"['GO:0010467', 'GO:0034645', 'GO:0043043', 'GO:0044267']"
18,GO:CC,GO:0005763,mitochondrial small ribosomal subunit,1.5297034448402144e-07,True,"""The smaller of the two subunits of a mitochondrial ribosome."" [GOC:mcc]",31,4316,26,13824,0.006024096385542169,0.8387096774193549,fastevol,"['GO:0000314', 'GO:0005761', 'GO:0098798']"
19,GO:CC,GO:0000314,organellar small ribosomal subunit,1.5297034448402144e-07,True,"""The smaller of the two subunits of an organellar ribosome."" [GOC:mcc]",31,4316,26,13824,0.006024096385542169,0.8387096774193549,fastevol,"['GO:0000313', 'GO:0015935']"
20,GO:CC,GO:0022626,cytosolic ribosome,2.0945044132406482e-07,True,"""A ribosome located in the cytosol."" [GOC:mtg_sensu]",107,4316,63,13824,0.014596848934198332,0.5887850467289719,fastevol,"['GO:0005829', 'GO:0005840']"
21,GO:CC,GO:0022625,cytosolic large ribosomal subunit,2.48964419625556e-07,True,"""The large subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",58,4316,40,13824,0.009267840593141797,0.6896551724137931,fastevol,"['GO:0015934', 'GO:0022626']"
22,GO:CC,GO:0015935,small ribosomal subunit,1.0844593802170994e-06,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",77,4316,48,13824,0.011121408711770158,0.6233766233766234,fastevol,['GO:0044391']
23,GO:BP,GO:0043043,peptide biosynthetic process,5.630942524156946e-06,True,"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]",503,4316,218,13824,0.0505097312326228,0.43339960238568587,fastevol,"['GO:0006518', 'GO:0043604', 'GO:1901566']"
24,GO:MF,GO:0071855,neuropeptide receptor binding,1.03453011510761e-05,True,"""Interacting selectively and non-covalently with a neuropeptide receptor."" [GOC:kmv, GOC:mah]",15,4316,15,13824,0.003475440222428174,1.0,fastevol,['GO:0001664']
25,GO:CC,GO:0005814,centriole,1.3311732105373607e-05,True,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",45,4316,31,13824,0.007182576459684893,0.6888888888888889,fastevol,"['GO:0005815', 'GO:0043232']"
26,GO:BP,GO:0044782,cilium organization,2.1537548540944212e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",146,4316,78,13824,0.018072289156626505,0.5342465753424658,fastevol,"['GO:0006996', 'GO:0120036']"
27,GO:CC,GO:0030964,NADH dehydrogenase complex,2.3170823134009738e-05,True,"""An integral membrane complex that possesses NADH oxidoreductase activity. The complex is one of the components of the electron transport chain. It catalyzes the transfer of a pair of electrons from NADH to a quinone."" [GOC:mah]",48,4316,32,13824,0.0074142724745134385,0.6666666666666666,fastevol,"['GO:0098796', 'GO:1990204']"
28,GO:CC,GO:0045271,respiratory chain complex I,2.3170823134009738e-05,True,"""Respiratory chain complex I is an enzyme of the respiratory chain. It consists of several polypeptide chains and is L-shaped, with a horizontal arm lying in the membrane and a vertical arm that projects into the matrix. The electrons of NADH enter the chain at this complex."" [GOC:imk, GOC:jid, ISBN:0716749556]",48,4316,32,13824,0.0074142724745134385,0.6666666666666666,fastevol,"['GO:0030964', 'GO:0098803']"
29,GO:CC,GO:0005747,mitochondrial respiratory chain complex I,2.3170823134009738e-05,True,"""A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. It contains about 25 different polypeptide subunits, including NADH dehydrogenase (ubiquinone), flavin mononucleotide and several different iron-sulfur clusters containing non-heme iron. The iron undergoes oxidation-reduction between Fe(II) and Fe(III), and catalyzes proton translocation linked to the oxidation of NADH by ubiquinone."" [GOC:mtg_sensu, ISBN:0198547684]",48,4316,32,13824,0.0074142724745134385,0.6666666666666666,fastevol,"['GO:0005746', 'GO:0045271', 'GO:0098800']"
30,GO:CC,GO:0016592,mediator complex,2.4118152034183025e-05,True,"""A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."" [PMID:11454195, PMID:16168358, PMID:17870225]",36,4316,26,13824,0.006024096385542169,0.7222222222222222,fastevol,['GO:0140513']
31,GO:BP,GO:0034470,ncRNA processing,3.216045678282084e-05,True,"""Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules."" [GOC:mah]",273,4316,128,13824,0.029657089898053754,0.46886446886446886,fastevol,"['GO:0006396', 'GO:0034660']"
32,GO:BP,GO:0043604,amide biosynthetic process,6.507509193687498e-05,True,"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:curators]",549,4316,229,13824,0.053058387395736796,0.41712204007285975,fastevol,"['GO:0043603', 'GO:0044271']"
33,GO:CC,GO:0070847,core mediator complex,0.00012030403061828726,True,"""A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."" [PMID:11454195, PMID:16168358, PMID:17870225]",11,4316,11,13824,0.0025486561631139944,1.0,fastevol,['GO:0090575']
34,GO:CC,GO:0036064,ciliary basal body,0.00012030403061828726,True,"""A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport."" [GOC:cilia, GOC:clt, PMID:21750193]",38,4316,26,13824,0.006024096385542169,0.6842105263157895,fastevol,"['GO:0005815', 'GO:0005929']"
35,GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,0.00020725573037515686,True,"""A protein complex that is part of an endoplasmic reticulum."" [GOC:pg]",72,4316,41,13824,0.009499536607970344,0.5694444444444444,fastevol,"['GO:0005783', 'GO:0032991']"
36,GO:CC,GO:0031974,membrane-enclosed lumen,0.00020725573037515686,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",1172,4316,434,13824,0.10055607043558851,0.3703071672354949,fastevol,['GO:0110165']
37,GO:CC,GO:0070013,intracellular organelle lumen,0.00020725573037515686,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",1171,4316,434,13824,0.10055607043558851,0.3706233988044407,fastevol,"['GO:0031974', 'GO:0043229']"
38,GO:CC,GO:0043233,organelle lumen,0.00020725573037515686,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",1172,4316,434,13824,0.10055607043558851,0.3703071672354949,fastevol,"['GO:0031974', 'GO:0043226']"
39,GO:MF,GO:0003954,NADH dehydrogenase activity,0.0008644103422649628,True,"""Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."" [EC:1.6.99.3]",36,4316,25,13824,0.0057924003707136235,0.6944444444444444,fastevol,['GO:0016651']
40,WP,WP:WP542,Electron Transport Chain,0.0009676695813050742,True,Electron Transport Chain,40,4316,25,13824,0.0057924003707136235,0.625,fastevol,['WP:000000']
41,GO:CC,GO:0031082,BLOC complex,0.0014235803794605305,True,"""Any of several protein complexes required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes, platelet dense granules, and other related organelles; acronym for biogenesis of lysosomal-related organelles complex."" [PMID:15102850, PMID:15261680]",14,4316,12,13824,0.0027803521779425394,0.8571428571428571,fastevol,"['GO:0005829', 'GO:0032991']"
42,GO:BP,GO:0042254,ribosome biogenesis,0.0017929193978554081,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",235,4316,107,13824,0.02479147358665431,0.4553191489361702,fastevol,['GO:0022613']
43,GO:BP,GO:0034660,ncRNA metabolic process,0.002889362919334452,True,"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]",340,4316,145,13824,0.03359592215013902,0.4264705882352941,fastevol,['GO:0016070']
44,GO:BP,GO:0042273,ribosomal large subunit biogenesis,0.002889362919334452,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",65,4316,38,13824,0.008804448563484708,0.5846153846153846,fastevol,"['GO:0022613', 'GO:0042254']"
45,GO:BP,GO:0033108,mitochondrial respiratory chain complex assembly,0.003246500760924091,True,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex."" [GOC:mah]",52,4316,32,13824,0.0074142724745134385,0.6153846153846154,fastevol,"['GO:0007005', 'GO:0034622']"
46,GO:BP,GO:0060271,cilium assembly,0.003828288998927577,True,"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441, Reactome:R-HSA-5617833.2]",131,4316,65,13824,0.015060240963855422,0.4961832061068702,fastevol,"['GO:0044782', 'GO:0070925', 'GO:0120031']"
47,GO:BP,GO:0002181,cytoplasmic translation,0.00390738278226097,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",149,4316,72,13824,0.016682113067655237,0.48322147651006714,fastevol,['GO:0006412']
48,GO:MF,GO:0019843,rRNA binding,0.005186053166247491,True,"""Interacting selectively and non-covalently with ribosomal RNA."" [GOC:jl]",43,4316,27,13824,0.006255792400370714,0.627906976744186,fastevol,['GO:0003723']
49,GO:BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",0.0052810289710541825,True,"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]",36,4316,24,13824,0.005560704355885079,0.6666666666666666,fastevol,"['GO:0022904', 'GO:0042775']"
50,GO:BP,GO:0009451,RNA modification,0.006905785624871075,True,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",121,4316,60,13824,0.013901760889712697,0.49586776859504134,fastevol,"['GO:0016070', 'GO:0043412']"
51,GO:CC,GO:0031083,BLOC-1 complex,0.007063340654804017,True,"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."" [PMID:15102850]",10,4316,9,13824,0.0020852641334569047,0.9,fastevol,['GO:0031082']
52,GO:CC,GO:0005730,nucleolus,0.0072022478854515785,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",237,4316,100,13824,0.023169601482854494,0.4219409282700422,fastevol,"['GO:0031981', 'GO:0043232']"
53,GO:BP,GO:0008033,tRNA processing,0.00898961065858972,True,"""The process in which a pre-tRNA molecule is converted to a mature tRNA, ready for addition of an aminoacyl group."" [GOC:jl, PMID:12533506]",85,4316,45,13824,0.010426320667284522,0.5294117647058824,fastevol,"['GO:0006399', 'GO:0034470']"
54,GO:CC,GO:0071203,WASH complex,0.009445210849423768,True,"""A protein complex that localizes at the surface of endosomes, where it recruits and activates the Arp2/3 complex to induce actin polymerization. In human, the WASH complex is composed of F-actin-capping protein subunits alpha and beta, WASH1, FAM21, KIAA1033, KIAA0196 and CCDC53."" [GOC:sp, PMID:19922875]",7,4316,7,13824,0.0016218721037998146,1.0,fastevol,"['GO:0005737', 'GO:0032991']"
55,GO:BP,GO:0032053,ciliary basal body organization,0.009564550242397326,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a ciliary basal body, a short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum)."" [GOC:cilia, GOC:dph, GOC:jl, GOC:krc, GOC:mah, PMID:9889124]",9,4316,9,13824,0.0020852641334569047,1.0,fastevol,"['GO:0031023', 'GO:0044782']"
56,GO:BP,GO:0017004,cytochrome complex assembly,0.010019165802275364,True,"""The aggregation, arrangement and bonding together of a cytochrome complex. A cytochrome complex is a protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions."" [GOC:jl, GOC:mah]",31,4316,21,13824,0.004865616311399444,0.6774193548387096,fastevol,['GO:0034622']
57,GO:CC,GO:0032039,integrator complex,0.011509716641412421,True,"""A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II."" [PMID:16239144]",14,4316,11,13824,0.0025486561631139944,0.7857142857142857,fastevol,['GO:0140513']
58,GO:CC,GO:0043596,nuclear replication fork,0.012159009703397738,True,"""The Y-shaped region of a nuclear replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:jl, GOC:mtg_sensu]",22,4316,15,13824,0.003475440222428174,0.6818181818181818,fastevol,"['GO:0000228', 'GO:0005657']"
59,GO:CC,GO:0140513,nuclear protein-containing complex,0.012159009703397738,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",897,4316,326,13824,0.07553290083410566,0.3634336677814939,fastevol,"['GO:0005634', 'GO:0032991']"
60,GO:BP,GO:0006518,peptide metabolic process,0.012261610308964851,True,"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]",599,4316,232,13824,0.05375347544022243,0.38731218697829717,fastevol,"['GO:0043603', 'GO:1901564']"
61,GO:CC,GO:0005739,mitochondrion,0.014008377281877538,True,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",890,4316,323,13824,0.07483781278962001,0.36292134831460676,fastevol,"['GO:0005737', 'GO:0043231']"
62,GO:CC,GO:0031314,extrinsic component of mitochondrial inner membrane,0.016055177183244743,True,"""The component of mitochondrial inner membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:mah]",9,4316,8,13824,0.0018535681186283596,0.8888888888888888,fastevol,"['GO:0005743', 'GO:0031312']"
63,GO:CC,GO:0000145,exocyst,0.016055177183244743,True,"""A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals."" [GOC:cilia, PMID:15292201, PMID:27243008, PMID:9700152]",9,4316,8,13824,0.0018535681186283596,0.8888888888888888,fastevol,"['GO:0005938', 'GO:0099023']"
64,GO:CC,GO:0098803,respiratory chain complex,0.017344425229760166,True,"""Any protein complex that is part of a respiratory chain."" [GOC:dos]",82,4316,40,13824,0.009267840593141797,0.4878048780487805,fastevol,"['GO:0070469', 'GO:0098796']"
65,GO:CC,GO:0030992,intraciliary transport particle B,0.02081330605597251,True,"""The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa."" [GOC:cilia, GOC:kmv, PMID:14570576, PMID:19253336]",11,4316,9,13824,0.0020852641334569047,0.8181818181818182,fastevol,"['GO:0030990', 'GO:0032991']"
66,GO:BP,GO:0008535,respiratory chain complex IV assembly,0.021791819396286213,True,"""The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase), the terminal member of the respiratory chain of the mitochondrion and some aerobic bacteria. Cytochrome c oxidases are multi-subunit enzymes containing from 13 subunits in the mammalian mitochondrial form to 3-4 subunits in the bacterial forms."" [GOC:jl, http://www.med.wright.edu/bmb/lp/lplab.htm]",22,4316,16,13824,0.0037071362372567192,0.7272727272727273,fastevol,['GO:0017004']
67,GO:CC,GO:0099078,BORC complex,0.021830958986874562,True,"""A protein complex that is invovled in positioning of the lysosome within the cytoplasm and which is composed of BLOC1S1, BLOC1S2, BORCS5, BORCS6, BORCS7, BORCS8, KXD1 and SNAPIN. The BORC complex recruits ARL8 at the cytosolic face of lysosomes and couples them to microtubule plus-end-directed kinesin motors."" [GOC:dos, GOC:li, PMID:25898167]",6,4316,6,13824,0.0013901760889712697,1.0,fastevol,"['GO:0005829', 'GO:0032991']"
68,GO:CC,GO:0030008,TRAPP complex,0.021830958986874562,True,"""A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active."" [GOC:bhm, GOC:vw, PMID:22669257]",13,4316,10,13824,0.0023169601482854493,0.7692307692307693,fastevol,"['GO:0099023', 'GO:0140535']"
69,GO:CC,GO:0000813,ESCRT I complex,0.021830958986874562,True,"""An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes."" [GOC:rb, PMID:12892785, PMID:12900393]",6,4316,6,13824,0.0013901760889712697,1.0,fastevol,"['GO:0010008', 'GO:0036452', 'GO:0098796']"
70,GO:CC,GO:0030684,preribosome,0.021830958986874562,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",73,4316,36,13824,0.008341056533827619,0.4931506849315068,fastevol,['GO:1990904']
71,GO:BP,GO:0051236,establishment of RNA localization,0.022389754719229205,True,"""The directed movement of RNA to a specific location."" [GOC:ai]",126,4316,60,13824,0.013901760889712697,0.47619047619047616,fastevol,"['GO:0006403', 'GO:0051234']"
72,GO:BP,GO:0009262,deoxyribonucleotide metabolic process,0.022672127129832728,True,"""The chemical reactions and pathways involving a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",8,4316,8,13824,0.0018535681186283596,1.0,fastevol,"['GO:0009117', 'GO:1901135']"
