,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
11,GO:CC,GO:0043233,organelle lumen,6.50605675931012e-07,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",1181,1519,216,11919,0.1421988150098749,0.18289585097375105,sing,"['GO:0031974', 'GO:0043226']"
12,GO:CC,GO:0000315,organellar large ribosomal subunit,1.105649846278836e-06,True,"""The larger of the two subunits of an organellar ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."" [GOC:mcc]",51,1519,23,11919,0.015141540487162607,0.45098039215686275,sing,"['GO:0000313', 'GO:0015934']"
13,GO:CC,GO:0005762,mitochondrial large ribosomal subunit,1.105649846278836e-06,True,"""The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."" [GOC:mcc]",51,1519,23,11919,0.015141540487162607,0.45098039215686275,sing,"['GO:0000315', 'GO:0005761', 'GO:0098798']"
14,GO:CC,GO:0005840,ribosome,3.0436391821363185e-06,True,"""An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."" [ISBN:0198506732]",200,1519,54,11919,0.03554970375246873,0.27,sing,['GO:0043232']
15,GO:BP,GO:0006260,DNA replication,3.0508422828133722e-06,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",130,1437,41,11798,0.028531663187195546,0.3153846153846154,sing,['GO:0034645']
16,GO:BP,GO:0042254,ribosome biogenesis,3.0508422828133722e-06,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",239,1437,62,11798,0.04314544189283229,0.2594142259414226,sing,['GO:0022613']
17,GO:CC,GO:0015934,large ribosomal subunit,5.744644917977443e-06,True,"""The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."" [ISBN:0198506732]",108,1519,35,11919,0.02304147465437788,0.32407407407407407,sing,['GO:0044391']
18,GO:CC,GO:1990904,ribonucleoprotein complex,6.8184443773689745e-06,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",594,1519,120,11919,0.07899934167215274,0.20202020202020202,sing,['GO:0032991']
19,GO:CC,GO:0005739,mitochondrion,7.0412773283213e-06,True,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",911,1519,169,11919,0.11125740618828177,0.18551042810098792,sing,"['GO:0005737', 'GO:0043231']"
20,GO:CC,GO:0032991,protein-containing complex,7.0412773283213e-06,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",2963,1519,461,11919,0.3034891375905201,0.15558555518056025,sing,['GO:0005575']
21,GO:CC,GO:0043232,intracellular non-membrane-bounded organelle,2.080928732482778e-05,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1814,1519,298,11919,0.19618169848584596,0.16427783902976847,sing,"['GO:0005622', 'GO:0043228', 'GO:0043229']"
22,GO:CC,GO:0043228,non-membrane-bounded organelle,2.080928732482778e-05,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1814,1519,298,11919,0.19618169848584596,0.16427783902976847,sing,['GO:0043226']
23,GO:CC,GO:0000314,organellar small ribosomal subunit,6.397758081216196e-05,True,"""The smaller of the two subunits of an organellar ribosome."" [GOC:mcc]",31,1519,15,11919,0.009874917709019092,0.4838709677419355,sing,"['GO:0000313', 'GO:0015935']"
24,GO:CC,GO:0005763,mitochondrial small ribosomal subunit,6.397758081216196e-05,True,"""The smaller of the two subunits of a mitochondrial ribosome."" [GOC:mcc]",31,1519,15,11919,0.009874917709019092,0.4838709677419355,sing,"['GO:0000314', 'GO:0005761', 'GO:0098798']"
25,GO:CC,GO:0005622,intracellular anatomical structure,6.835276240865215e-05,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",7004,1519,976,11919,0.6425279789335089,0.1393489434608795,sing,['GO:0110165']
26,GO:CC,GO:0005814,centriole,0.00016156024789569601,True,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",45,1519,18,11919,0.01184990125082291,0.4,sing,"['GO:0005815', 'GO:0043232']"
27,GO:CC,GO:0030684,preribosome,0.00031892214700166607,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",74,1519,24,11919,0.015799868334430547,0.32432432432432434,sing,['GO:1990904']
28,GO:BP,GO:0006364,rRNA processing,0.0003722225839346457,True,"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]",158,1437,42,11798,0.029227557411273485,0.26582278481012656,sing,"['GO:0016072', 'GO:0034470', 'GO:0042254']"
29,GO:MF,GO:0005184,neuropeptide hormone activity,0.00037645752132022924,True,"""The action characteristic of a neuropeptide hormone, any peptide hormone that acts in the central nervous system. A neuropeptide is any of several types of molecules found in brain tissue, composed of short chains of amino acids; they include endorphins, enkephalins, vasopressin, and others. They are often localized in axon terminals at synapses and are classified as putative neurotransmitters, although some are also hormones."" [GOC:mah]",33,1310,15,11762,0.011450381679389313,0.45454545454545453,sing,['GO:0005179']
30,GO:CC,GO:0140513,nuclear protein-containing complex,0.00040347414371576625,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",909,1519,159,11919,0.10467412771560237,0.17491749174917492,sing,"['GO:0005634', 'GO:0032991']"
31,GO:BP,GO:0016072,rRNA metabolic process,0.00043120771716648,True,"""The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes."" [ISBN:0198506732]",165,1437,43,11798,0.029923451635351428,0.2606060606060606,sing,['GO:0034660']
32,GO:CC,GO:0098798,mitochondrial protein-containing complex,0.0004457865126646719,True,"""A protein complex that is part of a mitochondrion."" [GOC:dos]",279,1519,61,11919,0.040157998683344305,0.21863799283154123,sing,"['GO:0005739', 'GO:0032991']"
33,GO:CC,GO:0005737,cytoplasm,0.0005450191664758213,True,"""All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",4887,1519,698,11919,0.45951283739302173,0.14282791078371188,sing,"['GO:0005622', 'GO:0110165']"
34,GO:BP,GO:0042273,ribosomal large subunit biogenesis,0.000556449121685411,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",65,1437,23,11798,0.016005567153792623,0.35384615384615387,sing,"['GO:0022613', 'GO:0042254']"
35,GO:CC,GO:0043229,intracellular organelle,0.0010076655332243764,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",5757,1519,807,11919,0.5312705727452272,0.14017717561229806,sing,['GO:0005622']
36,GO:CC,GO:0043226,organelle,0.0010522991516178704,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",6036,1519,842,11919,0.554312047399605,0.13949635520212061,sing,['GO:0110165']
37,GO:CC,GO:0099023,vesicle tethering complex,0.0010522991516178704,True,"""Any protein complex that plays a role in vesicle tethering."" [GOC:dos, GOC:vw, PMID:27243008]",47,1519,17,11919,0.01119157340355497,0.3617021276595745,sing,['GO:0032991']
38,GO:BP,GO:1901566,organonitrogen compound biosynthetic process,0.0012523507833420433,True,"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]",1048,1437,176,11798,0.12247738343771747,0.16793893129770993,sing,"['GO:1901564', 'GO:1901576']"
39,GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,0.0013391784667247403,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."" [GOC:isa_complete, GOC:mah]",335,1437,70,11798,0.04871259568545581,0.208955223880597,sing,['GO:0044085']
40,GO:BP,GO:0051236,establishment of RNA localization,0.001877991081591841,True,"""The directed movement of RNA to a specific location."" [GOC:ai]",127,1437,34,11798,0.023660403618649965,0.2677165354330709,sing,"['GO:0006403', 'GO:0051234']"
41,GO:BP,GO:0044085,cellular component biogenesis,0.001877991081591841,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]",1610,1437,252,11798,0.17536534446764093,0.1565217391304348,sing,['GO:0071840']
42,GO:BP,GO:0009451,RNA modification,0.001877991081591841,True,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",122,1437,33,11798,0.022964509394572025,0.27049180327868855,sing,"['GO:0016070', 'GO:0043412']"
43,GO:BP,GO:0006261,DNA-dependent DNA replication,0.001877991081591841,True,"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]",101,1437,29,11798,0.020180932498260265,0.2871287128712871,sing,['GO:0006260']
44,GO:BP,GO:0006396,RNA processing,0.0030019804450654645,True,"""Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules."" [GOC:mah]",630,1437,113,11798,0.07863604732080724,0.17936507936507937,sing,"['GO:0010467', 'GO:0016070']"
45,GO:BP,GO:0050657,nucleic acid transport,0.0032292059399298295,True,"""The directed movement of nucleic acids, single or double-stranded polynucleotides involved in the storage, transmission and transfer of genetic information, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]",126,1437,33,11798,0.022964509394572025,0.2619047619047619,sing,['GO:0015931']
46,GO:BP,GO:0050658,RNA transport,0.0032292059399298295,True,"""The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",126,1437,33,11798,0.022964509394572025,0.2619047619047619,sing,"['GO:0050657', 'GO:0051236']"
47,GO:BP,GO:0006403,RNA localization,0.005149402987047731,True,"""A process in which RNA is transported to, or maintained in, a specific location."" [GOC:ai]",204,1437,46,11798,0.032011134307585246,0.22549019607843138,sing,['GO:0033036']
48,GO:CC,GO:0031981,nuclear lumen,0.007400593429592323,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",923,1519,153,11919,0.10072416063199473,0.1657638136511376,sing,"['GO:0005634', 'GO:0043233', 'GO:0070013']"
49,GO:MF,GO:0005179,hormone activity,0.007506819753819858,True,"""The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."" [GOC:dph, GOC:mah, ISBN:0198506732]",51,1310,17,11762,0.012977099236641221,0.3333333333333333,sing,['GO:0048018']
50,GO:BP,GO:0006412,translation,0.008060373681588568,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",457,1437,85,11798,0.05915100904662491,0.18599562363238512,sing,"['GO:0010467', 'GO:0034645', 'GO:0043043', 'GO:0044267']"
51,GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,0.0084270154783267,True,"""A protein complex that is part of an endoplasmic reticulum."" [GOC:pg]",80,1519,22,11919,0.014483212639894667,0.275,sing,"['GO:0005783', 'GO:0032991']"
52,GO:CC,GO:0005730,nucleolus,0.008643123157250972,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",242,1519,50,11919,0.032916392363396975,0.2066115702479339,sing,"['GO:0031981', 'GO:0043232']"
53,GO:BP,GO:0002097,tRNA wobble base modification,0.008860168714196972,True,"""The process in which the nucleotide at position 34 in the anticodon of a tRNA is post-transcriptionally modified."" [GOC:hjd, ISBN:155581073X]",20,1437,10,11798,0.006958942240779402,0.5,sing,['GO:0006400']
54,GO:BP,GO:0034641,cellular nitrogen compound metabolic process,0.009439567761315909,True,"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]",3154,1437,447,11798,0.31106471816283926,0.14172479391249207,sing,"['GO:0006807', 'GO:0044237']"
55,GO:CC,GO:0043227,membrane-bounded organelle,0.00971830100567347,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",5370,1519,746,11919,0.4911125740618828,0.13891992551210428,sing,['GO:0043226']
56,GO:CC,GO:0015935,small ribosomal subunit,0.01172586113373695,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",77,1519,21,11919,0.013824884792626729,0.2727272727272727,sing,['GO:0044391']
57,GO:CC,GO:0000808,origin recognition complex,0.012122755701915788,True,"""A multisubunit complex that is located at the replication origins of a chromosome."" [GOC:elh]",7,1519,5,11919,0.0032916392363396972,0.7142857142857143,sing,"['GO:0005694', 'GO:0032991']"
58,GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.012122755701915788,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",5110,1519,711,11919,0.46807109940750496,0.1391389432485323,sing,"['GO:0043227', 'GO:0043229']"
59,GO:CC,GO:0005664,nuclear origin of replication recognition complex,0.012122755701915788,True,"""A multisubunit complex that is located at the replication origins of a chromosome in the nucleus."" [GOC:elh]",7,1519,5,11919,0.0032916392363396972,0.7142857142857143,sing,"['GO:0000228', 'GO:0000808', 'GO:0140513']"
60,GO:CC,GO:0036064,ciliary basal body,0.012122755701915788,True,"""A membrane-tethered, short cylindrical array of microtubules and associated proteins found at the base of a eukaryotic cilium (also called flagellum) that is similar in structure to a centriole and derives from it. The cilium basal body is the site of assembly and remodelling of the cilium and serves as a nucleation site for axoneme growth. As well as anchoring the cilium, it is thought to provide a selective gateway regulating the entry of ciliary proteins and vesicles by intraflagellar transport."" [GOC:cilia, GOC:clt, PMID:21750193]",38,1519,13,11919,0.008558262014483212,0.34210526315789475,sing,"['GO:0005815', 'GO:0005929']"
61,GO:CC,GO:0030686,90S preribosome,0.012122755701915788,True,"""A large ribonucleoprotein complex considered to be the earliest preribosomal complex. In S. cerevisiae, it has a size of 90S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12150911, PMID:12957375, PMID:15120992]",29,1519,11,11919,0.007241606319947334,0.3793103448275862,sing,['GO:0030684']
62,GO:BP,GO:0008654,phospholipid biosynthetic process,0.012569466405477807,True,"""The chemical reactions and pathways resulting in the formation of phospholipids, any lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]",86,1437,24,11798,0.016701461377870562,0.27906976744186046,sing,"['GO:0006644', 'GO:0008610', 'GO:0044249', 'GO:0090407']"
63,GO:CC,GO:0005815,microtubule organizing center,0.015210244963928098,True,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",213,1519,44,11919,0.028966425279789335,0.20657276995305165,sing,"['GO:0015630', 'GO:0110165']"
64,GO:BP,GO:0009247,glycolipid biosynthetic process,0.015367031639717458,True,"""The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide)."" [GOC:go_curators]",47,1437,16,11798,0.011134307585247043,0.3404255319148936,sing,"['GO:0006664', 'GO:0046467', 'GO:1901137']"
65,GO:CC,GO:0032039,integrator complex,0.016724642427557175,True,"""A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II."" [PMID:16239144]",14,1519,7,11919,0.004608294930875576,0.5,sing,['GO:0140513']
66,GO:BP,GO:0002098,tRNA wobble uridine modification,0.017649095638873607,True,"""The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified."" [GOC:hjd, ISBN:155581073X]",18,1437,9,11798,0.006263048016701462,0.5,sing,['GO:0002097']
67,GO:BP,GO:0043604,amide biosynthetic process,0.017649095638873607,True,"""The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:curators]",552,1437,97,11798,0.0675017397355602,0.17572463768115942,sing,"['GO:0043603', 'GO:0044271']"
68,GO:BP,GO:0070925,organelle assembly,0.018707237511112865,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",432,1437,79,11798,0.054975643702157274,0.18287037037037038,sing,"['GO:0006996', 'GO:0022607']"
69,GO:BP,GO:0007049,cell cycle,0.018707237511112865,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",877,1437,143,11798,0.09951287404314545,0.1630558722919042,sing,['GO:0009987']
70,GO:BP,GO:0043043,peptide biosynthetic process,0.018707237511112865,True,"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [GOC:dph, GOC:jl]",506,1437,90,11798,0.06263048016701461,0.17786561264822134,sing,"['GO:0006518', 'GO:0043604', 'GO:1901566']"
71,GO:BP,GO:0006996,organelle organization,0.018858289669034814,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",2131,1437,311,11798,0.2164231036882394,0.14594087282965743,sing,['GO:0016043']
72,GO:BP,GO:0071840,cellular component organization or biogenesis,0.018858289669034814,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",3281,1437,459,11798,0.31941544885177453,0.13989637305699482,sing,['GO:0009987']
73,GO:BP,GO:0006400,tRNA modification,0.019795556306753562,True,"""The covalent alteration of one or more nucleotides within a tRNA molecule to produce a tRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]",69,1437,20,11798,0.013917884481558803,0.2898550724637681,sing,"['GO:0008033', 'GO:0009451']"
74,GO:BP,GO:0006664,glycolipid metabolic process,0.019795556306753562,True,"""The chemical reactions and pathways involving glycolipids, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide). Some substances classified as bacterial glycolipids have the sugar group acylated by one or more fatty acids and the glycerol group may be absent."" [ISBN:0198547684]",54,1437,17,11798,0.011830201809324982,0.3148148148148148,sing,"['GO:0006643', 'GO:1903509']"
75,GO:BP,GO:1903509,liposaccharide metabolic process,0.019795556306753562,True,"""The chemical reactions and pathways involving liposaccharide."" [GO_REF:0000068, GOC:dph, GOC:TermGenie, PMID:9452964]",54,1437,17,11798,0.011830201809324982,0.3148148148148148,sing,"['GO:0006629', 'GO:1901135']"
76,GO:BP,GO:0090329,regulation of DNA-dependent DNA replication,0.020353040517630955,True,"""Any process that modulates the rate, frequency, or extent of DNA-dependent DNA replication, the process in which new strands of DNA are synthesized, using parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:dph, GOC:tb]",31,1437,12,11798,0.008350730688935281,0.3870967741935484,sing,"['GO:0006261', 'GO:0006275']"
77,GO:BP,GO:0008299,isoprenoid biosynthetic process,0.02160806960973816,True,"""The chemical reactions and pathways resulting in the formation of any isoprenoid compound, isoprene (2-methylbuta-1,3-diene) or compounds containing or derived from linked isoprene (3-methyl-2-butenylene) residues."" [ISBN:0198506732]",19,1437,9,11798,0.006263048016701462,0.47368421052631576,sing,"['GO:0006720', 'GO:0008610', 'GO:0044249']"
78,GO:MF,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",0.02225707904102616,True,"""Catalysis of the joining of two molecules, or two groups within a single molecule, via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."" [GOC:mah]",41,1310,14,11762,0.010687022900763359,0.34146341463414637,sing,['GO:0016874']
