,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
16,GO:BP,GO:0060964,regulation of gene silencing by miRNA,0.7088722782648527,False,"""Any process that modulates the rate, frequency, or extent of the downregulation of gene expression through the action of microRNAs (miRNAs), endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate gene expression by either of two posttranscriptional mechanisms: RNA (often mRNA) cleavage or mRNA translational repression."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:23985560, PMID:28379604]",13,59,1,11798,0.01694915254237288,0.07692307692307693,fsing_ns,"['GO:0035195', 'GO:0060147', 'GO:0060966']"
17,GO:BP,GO:0060571,morphogenesis of an epithelial fold,0.7088722782648527,False,"""The morphogenetic process in which an epithelial sheet bends along a linear axis."" [GOC:dph]",10,59,1,11798,0.01694915254237288,0.1,fsing_ns,['GO:0002009']
18,GO:BP,GO:0035065,regulation of histone acetylation,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the addition of an acetyl group to a histone protein."" [GOC:bf]",16,59,1,11798,0.01694915254237288,0.0625,fsing_ns,"['GO:0016573', 'GO:0031056', 'GO:2000756']"
19,GO:BP,GO:0040020,regulation of meiotic nuclear division,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of meiotic nuclear division, the process in which the nucleus of a diploid cell divides twice forming four haploid cells, one or more of which usually function as gametes."" [GOC:ems, GOC:ma]",7,59,1,11798,0.01694915254237288,0.14285714285714285,fsing_ns,"['GO:0010564', 'GO:0051445', 'GO:0051783', 'GO:0140013']"
20,GO:BP,GO:0071361,cellular response to ethanol,0.7088722782648527,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:mah]",9,59,1,11798,0.01694915254237288,0.1111111111111111,fsing_ns,"['GO:0045471', 'GO:0097306']"
21,GO:BP,GO:0043970,histone H3-K9 acetylation,0.7088722782648527,False,"""The modification of histone H3 by the addition of an acetyl group to a lysine residue at position 9 of the histone."" [GOC:jl]",4,59,1,11798,0.01694915254237288,0.25,fsing_ns,"['GO:0043966', 'GO:0061647']"
22,GO:BP,GO:0030720,oocyte localization involved in germarium-derived egg chamber formation,0.7088722782648527,False,"""Directed movement of the oocyte, following its specification, from its original central position in the cyst to a posterior position relative to the nurse cells of the egg chamber, and its maintenance in this posterior location. This is the first sign of anterior-posterior asymmetry in the developing egg chamber."" [GOC:mtg_sensu, PMID:10449356]",14,59,1,11798,0.01694915254237288,0.07142857142857142,fsing_ns,"['GO:0007293', 'GO:0022412', 'GO:0051674']"
23,GO:BP,GO:0006020,inositol metabolic process,0.7088722782648527,False,"""The chemical reactions and pathways involving inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms."" [ISBN:0198547684]",11,59,1,11798,0.01694915254237288,0.09090909090909091,fsing_ns,"['GO:0019751', 'GO:0044262']"
24,GO:BP,GO:0003384,apical constriction involved in gastrulation,0.7088722782648527,False,"""The actin-mediated process that results in the contraction of the apical end of a polarized columnar epithelial cell, contributing to the process of gastrulation."" [GOC:ascb_2009, GOC:dph, GOC:tb]",12,59,1,11798,0.01694915254237288,0.08333333333333333,fsing_ns,"['GO:0003381', 'GO:0003383']"
25,GO:BP,GO:0003381,epithelial cell morphogenesis involved in gastrulation,0.7088722782648527,False,"""The change in form that occurs when an epithelial cell progresses from it initial formation to its mature state, contributing to the process of gastrulation."" [GOC:ascb_2009, GOC:dph, GOC:tb]",12,59,1,11798,0.01694915254237288,0.08333333333333333,fsing_ns,"['GO:0003382', 'GO:0007369']"
26,GO:BP,GO:0031033,myosin filament organization,0.7088722782648527,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a filament composed of myosin molecules."" [GOC:mah]",16,59,1,11798,0.01694915254237288,0.0625,fsing_ns,"['GO:0030036', 'GO:0097435']"
27,GO:BP,GO:0031038,myosin II filament organization,0.7088722782648527,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a bipolar filament composed of myosin II molecules."" [GOC:mah]",10,59,1,11798,0.01694915254237288,0.1,fsing_ns,['GO:0031033']
28,GO:BP,GO:0043519,regulation of myosin II filament organization,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the assembly, arrangement of constituent parts, or disassembly of a bipolar filament composed of myosin II molecules."" [GOC:jl]",8,59,1,11798,0.01694915254237288,0.125,fsing_ns,"['GO:0031038', 'GO:0032956', 'GO:1902903']"
29,GO:BP,GO:0110072,apical constriction involved in ventral furrow formation,0.7088722782648527,False,"""The actin-mediated process that results in contraction of the apical end of a polarized columnar epithelial cell, contributing to formation of a ventral indentation (furrow) from the blastoderm epithelium, which is internalized to form a tube in the interior of the embryo, marking the start of gastrulation."" [GOC:ha, PMID:28495958]",4,59,1,11798,0.01694915254237288,0.25,fsing_ns,"['GO:0003384', 'GO:0007370']"
30,GO:BP,GO:0000266,mitochondrial fission,0.7088722782648527,False,"""The division of a mitochondrion within a cell to form two or more separate mitochondrial compartments."" [PMID:11038192]",16,59,1,11798,0.01694915254237288,0.0625,fsing_ns,"['GO:0007005', 'GO:0048285']"
31,GO:BP,GO:0010458,exit from mitosis,0.7088722782648527,False,"""The cell cycle transition where a cell leaves M phase and enters a new G1 phase. M phase is the part of the mitotic cell cycle during which mitosis and cytokinesis take place."" [GOC:dph, GOC:tb]",13,59,1,11798,0.01694915254237288,0.07692307692307693,fsing_ns,"['GO:0044772', 'GO:0140014']"
32,GO:BP,GO:0070192,chromosome organization involved in meiotic cell cycle,0.7088722782648527,False,"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]",59,59,2,11798,0.03389830508474576,0.03389830508474576,fsing_ns,"['GO:0051276', 'GO:1903046']"
33,GO:BP,GO:0007096,regulation of exit from mitosis,0.7088722782648527,False,"""Any process involved in the progression from anaphase/telophase to G1 that is associated with a conversion from high to low mitotic CDK activity."" [GOC:rn]",11,59,1,11798,0.01694915254237288,0.09090909090909091,fsing_ns,"['GO:0010458', 'GO:1901990']"
34,GO:BP,GO:0021782,glial cell development,0.7088722782648527,False,"""The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",35,59,2,11798,0.03389830508474576,0.05714285714285714,fsing_ns,"['GO:0010001', 'GO:0048468']"
35,GO:BP,GO:0032958,inositol phosphate biosynthetic process,0.7088722782648527,False,"""The chemical reactions and pathways resulting in the formation of an inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with one or more phosphate groups attached."" [GOC:mah]",9,59,1,11798,0.01694915254237288,0.1111111111111111,fsing_ns,"['GO:0043647', 'GO:0046173', 'GO:0090407']"
36,GO:BP,GO:0010032,meiotic chromosome condensation,0.7088722782648527,False,"""Compaction of chromatin structure prior to meiosis in eukaryotic cells."" [PMID:10072401]",9,59,1,11798,0.01694915254237288,0.1111111111111111,fsing_ns,"['GO:0030261', 'GO:0070192']"
37,GO:BP,GO:2000756,regulation of peptidyl-lysine acetylation,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of peptidyl-lysine acetylation."" [GOC:obol]",16,59,1,11798,0.01694915254237288,0.0625,fsing_ns,"['GO:0018394', 'GO:1901983']"
38,GO:BP,GO:2000637,positive regulation of gene silencing by miRNA,0.7088722782648527,False,"""Any process that activates or increases the frequency, rate or extent of gene silencing by miRNA."" [GOC:dph]",8,59,1,11798,0.01694915254237288,0.125,fsing_ns,"['GO:0035195', 'GO:0060148', 'GO:0060964']"
39,GO:BP,GO:2000249,regulation of actin cytoskeleton reorganization,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of actin cytoskeleton reorganization."" [GOC:BHF]",4,59,1,11798,0.01694915254237288,0.25,fsing_ns,"['GO:0031532', 'GO:0032956']"
40,GO:BP,GO:0010001,glial cell differentiation,0.7088722782648527,False,"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]",41,59,2,11798,0.03389830508474576,0.04878048780487805,fsing_ns,"['GO:0030154', 'GO:0042063']"
41,GO:BP,GO:0050764,regulation of phagocytosis,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]",14,59,1,11798,0.01694915254237288,0.07142857142857142,fsing_ns,"['GO:0006909', 'GO:0060627']"
42,GO:BP,GO:0050766,positive regulation of phagocytosis,0.7088722782648527,False,"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]",11,59,1,11798,0.01694915254237288,0.09090909090909091,fsing_ns,"['GO:0006909', 'GO:0048522', 'GO:0050764', 'GO:0051050']"
43,GO:BP,GO:1905477,positive regulation of protein localization to membrane,0.7088722782648527,False,"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]",12,59,1,11798,0.01694915254237288,0.08333333333333333,fsing_ns,"['GO:0072657', 'GO:1903829', 'GO:1905475']"
44,GO:BP,GO:0048383,mesectoderm development,0.7088722782648527,False,"""The process whose specific outcome is the progression of the mesectoderm over time, from its formation to the mature structure. In animal embryos, mesectoderm development processes give rise to both mesoderm and ectoderm tissues."" [GOC:jid]",6,59,1,11798,0.01694915254237288,0.16666666666666666,fsing_ns,"['GO:0007398', 'GO:0007498', 'GO:0009888']"
45,GO:BP,GO:0046662,regulation of oviposition,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the deposition of eggs, either fertilized or not, upon a surface or into a medium."" [GOC:dph, GOC:tb, PMID:11932766]",8,59,1,11798,0.01694915254237288,0.125,fsing_ns,"['GO:0018991', 'GO:0050795', 'GO:0051239', 'GO:2000241']"
46,GO:BP,GO:0060148,positive regulation of posttranscriptional gene silencing,0.7088722782648527,False,"""Any process that increases the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]",10,59,1,11798,0.01694915254237288,0.1,fsing_ns,"['GO:0016441', 'GO:0048522', 'GO:0060147']"
47,GO:BP,GO:0040034,"regulation of development, heterochronic",0.7088722782648527,False,"""Any process that modulates the consistent predetermined time point at which an integrated living unit or organism progresses from an initial condition to a later condition and the rate at which this time point is reached."" [PMID:9442909]",12,59,1,11798,0.01694915254237288,0.08333333333333333,fsing_ns,['GO:0050793']
48,GO:BP,GO:0045478,fusome organization,0.7088722782648527,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the fusome, a large intracellular spectrin-rich structure found in insect germline cells and mammalian hematopoietic cells."" [GOC:dph, GOC:go_curators, GOC:jl, GOC:mah]",15,59,1,11798,0.01694915254237288,0.06666666666666667,fsing_ns,"['GO:0006996', 'GO:0022412']"
49,GO:BP,GO:0051567,histone H3-K9 methylation,0.7088722782648527,False,"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone."" [GOC:ai, GOC:pr]",14,59,1,11798,0.01694915254237288,0.07142857142857142,fsing_ns,"['GO:0034968', 'GO:0061647']"
50,GO:BP,GO:0051569,regulation of histone H3-K4 methylation,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:ai]",8,59,1,11798,0.01694915254237288,0.125,fsing_ns,"['GO:0031060', 'GO:0051568']"
51,GO:BP,GO:0051570,regulation of histone H3-K9 methylation,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]",5,59,1,11798,0.01694915254237288,0.2,fsing_ns,"['GO:0031060', 'GO:0051567']"
52,GO:BP,GO:0007374,posterior midgut invagination,0.7088722782648527,False,"""Formation of a cup-shaped invagination at the posterior end of the embryo, bringing the posterior midgut and hindgut primordia into the interior."" [ISBN:0879694238]",4,59,1,11798,0.01694915254237288,0.25,fsing_ns,"['GO:0010004', 'GO:0048598', 'GO:0060571']"
53,GO:BP,GO:0007369,gastrulation,0.7088722782648527,False,"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]",92,59,2,11798,0.03389830508474576,0.021739130434782608,fsing_ns,['GO:0048598']
54,GO:BP,GO:1901983,regulation of protein acetylation,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]",16,59,1,11798,0.01694915254237288,0.0625,fsing_ns,"['GO:0006473', 'GO:0031399']"
55,GO:BP,GO:0042063,gliogenesis,0.7088722782648527,False,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",91,59,2,11798,0.03389830508474576,0.02197802197802198,fsing_ns,['GO:0022008']
56,GO:BP,GO:0060147,regulation of posttranscriptional gene silencing,0.7088722782648527,False,"""Any process that modulates the frequency, rate or extent of the inactivation of gene expression by a posttranscriptional mechanism."" [GOC:dph]",15,59,1,11798,0.01694915254237288,0.06666666666666667,fsing_ns,"['GO:0016441', 'GO:0060968']"
57,GO:BP,GO:0007509,mesoderm migration involved in gastrulation,0.7088722782648527,False,"""The migration of mesodermal cells during gastrulation to help establish the multilayered body plan of the organism."" [GOC:isa_complete, GOC:sat]",11,59,1,11798,0.01694915254237288,0.09090909090909091,fsing_ns,"['GO:0001707', 'GO:0008078', 'GO:0042074', 'GO:0090130']"
58,GO:BP,GO:0061647,histone H3-K9 modification,0.7168574299975683,False,"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]",18,59,1,11798,0.01694915254237288,0.05555555555555555,fsing_ns,['GO:0016570']
59,GO:BP,GO:0046835,carbohydrate phosphorylation,0.7168574299975683,False,"""The process of introducing a phosphate group into a carbohydrate, any organic compound based on the general formula Cx(H2O)y."" [ISBN:0198506732]",18,59,1,11798,0.01694915254237288,0.05555555555555555,fsing_ns,"['GO:0016310', 'GO:0044262']"
60,GO:BP,GO:0018991,oviposition,0.7168574299975683,False,"""The deposition of eggs (either fertilized or not) upon a surface or into a medium such as water."" [GOC:ems]",18,59,1,11798,0.01694915254237288,0.05555555555555555,fsing_ns,['GO:0019098']
61,GO:BP,GO:0042074,cell migration involved in gastrulation,0.7168574299975683,False,"""The migration of individual cells within the blastocyst to help establish the multi-layered body plan of the organism (gastrulation). For example, the migration of cells from the surface to the interior of the embryo (ingression)."" [GOC:jl, http://www.cellmigration.org/, ISBN:0878932437]",17,59,1,11798,0.01694915254237288,0.058823529411764705,fsing_ns,"['GO:0001667', 'GO:0007369']"
62,GO:BP,GO:1905475,regulation of protein localization to membrane,0.7168574299975683,False,"""Any process that modulates the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]",18,59,1,11798,0.01694915254237288,0.05555555555555555,fsing_ns,"['GO:0072657', 'GO:1903827']"
63,GO:BP,GO:0007032,endosome organization,0.7273979852771717,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of endosomes."" [GOC:dph, GOC:jl, GOC:mah]",19,59,1,11798,0.01694915254237288,0.05263157894736842,fsing_ns,"['GO:0010256', 'GO:0016050']"
64,GO:BP,GO:0051445,regulation of meiotic cell cycle,0.7273979852771717,False,"""Any process that modulates the rate or extent of progression through the meiotic cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",19,59,1,11798,0.01694915254237288,0.05263157894736842,fsing_ns,"['GO:0051321', 'GO:0051726', 'GO:2000241']"
65,GO:BP,GO:0008078,mesodermal cell migration,0.7370249184314999,False,"""The orderly movement of mesodermal cells from one site to another."" [GOC:ascb_2009, GOC:dph, GOC:mah, GOC:sat, GOC:tb, PMID:25119047]",20,59,1,11798,0.01694915254237288,0.05,fsing_ns,['GO:0001667']
66,GO:BP,GO:0034587,piRNA metabolic process,0.7370249184314999,False,"""The chemical reactions and pathways involving piRNAs, Piwi-associated RNAs, a class of 24- to 30-nucleotide RNA derived from repeat or complex DNA sequence elements and processed by a Dicer-independent mechanism."" [GOC:kmv]",20,59,1,11798,0.01694915254237288,0.05,fsing_ns,['GO:0034660']
67,GO:BP,GO:0007370,ventral furrow formation,0.7586911250206826,False,"""Formation of a ventral indentation (furrow) from the blastoderm epithelium, which is internalized to form a tube in the interior of the embryo, marking the start of gastrulation."" [ISBN:0879694238]",21,59,1,11798,0.01694915254237288,0.047619047619047616,fsing_ns,"['GO:0010004', 'GO:0048646']"
68,GO:BP,GO:0003383,apical constriction,0.8171213660055126,False,"""The actin-mediated process that results in the contraction of the apical end of a polarized columnar epithelial cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]",26,59,1,11798,0.01694915254237288,0.038461538461538464,fsing_ns,"['GO:0003382', 'GO:0070252']"
69,GO:BP,GO:0031060,regulation of histone methylation,0.8171213660055126,False,"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]",26,59,1,11798,0.01694915254237288,0.038461538461538464,fsing_ns,"['GO:0016571', 'GO:0031056']"
70,GO:BP,GO:0043647,inositol phosphate metabolic process,0.8171213660055126,False,"""The chemical reactions and pathways involving inositol phosphate, 1,2,3,4,5,6-cyclohexanehexol, with one or more phosphate groups attached."" [GOC:jl]",26,59,1,11798,0.01694915254237288,0.038461538461538464,fsing_ns,"['GO:0006796', 'GO:0019637', 'GO:0019751']"
71,GO:BP,GO:0032956,regulation of actin cytoskeleton organization,0.8171213660055126,False,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]",121,59,2,11798,0.03389830508474576,0.01652892561983471,fsing_ns,"['GO:0030036', 'GO:0032970', 'GO:0051493']"
72,GO:BP,GO:0033043,regulation of organelle organization,0.8171213660055126,False,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",380,59,4,11798,0.06779661016949153,0.010526315789473684,fsing_ns,"['GO:0006996', 'GO:0051128']"
73,GO:BP,GO:0007398,ectoderm development,0.8171213660055126,False,"""The process whose specific outcome is the progression of the ectoderm over time, from its formation to the mature structure. In animal embryos, the ectoderm is the outer germ layer of the embryo, formed during gastrulation."" [GOC:dph, GOC:tb]",26,59,1,11798,0.01694915254237288,0.038461538461538464,fsing_ns,['GO:0009888']
74,GO:BP,GO:0007076,mitotic chromosome condensation,0.8171213660055126,False,"""The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells."" [GOC:mah, ISBN:0815316194]",24,59,1,11798,0.01694915254237288,0.041666666666666664,fsing_ns,"['GO:0000070', 'GO:0030261', 'GO:1903047']"
75,GO:BP,GO:2000241,regulation of reproductive process,0.8171213660055126,False,"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]",120,59,2,11798,0.03389830508474576,0.016666666666666666,fsing_ns,"['GO:0022414', 'GO:0050789']"
76,GO:BP,GO:0032970,regulation of actin filament-based process,0.8241066711730235,False,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",123,59,2,11798,0.03389830508474576,0.016260162601626018,fsing_ns,"['GO:0030029', 'GO:0050794']"
77,GO:BP,GO:0070252,actin-mediated cell contraction,0.8241066711730235,False,"""The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of all or part of the cell body."" [GOC:mah]",28,59,1,11798,0.01694915254237288,0.03571428571428571,fsing_ns,['GO:0030048']
78,GO:BP,GO:0060966,regulation of gene silencing by RNA,0.8241066711730235,False,"""Any process that regulates the rate, frequency, or extent of gene silencing by RNA. Gene silencing by RNA is the process in which RNA molecules inactivate expression of target genes."" [GOC:dph, GOC:tb]",28,59,1,11798,0.01694915254237288,0.03571428571428571,fsing_ns,"['GO:0031047', 'GO:0060968']"
79,GO:BP,GO:1903046,meiotic cell cycle process,0.8241066711730235,False,"""A process that is part of the meiotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",249,59,3,11798,0.05084745762711865,0.012048192771084338,fsing_ns,"['GO:0022402', 'GO:0022414', 'GO:0051321']"
80,GO:BP,GO:1903829,positive regulation of cellular protein localization,0.8394915766121893,False,"""Any process that activates or increases the frequency, rate or extent of cellular protein localization. Cellular protein localization is any process in which a protein is transported to, and/or maintained in, a specific location and encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",29,59,1,11798,0.01694915254237288,0.034482758620689655,fsing_ns,"['GO:0034613', 'GO:0048522', 'GO:1903827']"
81,GO:BP,GO:0097306,cellular response to alcohol,0.850324713573807,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]",31,59,1,11798,0.01694915254237288,0.03225806451612903,fsing_ns,"['GO:0071310', 'GO:0097305', 'GO:1901701']"
82,GO:BP,GO:0030717,oocyte karyosome formation,0.850324713573807,False,"""The chromosome organization process in which meiotic chromosomes in the oocyte nucleus cluster together to form a compact spherical structure called the karyosome."" [PMID:11700288, PMID:18039935]",32,59,1,11798,0.01694915254237288,0.03125,fsing_ns,"['GO:0048477', 'GO:0061988']"
83,GO:BP,GO:0031532,actin cytoskeleton reorganization,0.850324713573807,False,"""A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ecd, GOC:mah]",33,59,1,11798,0.01694915254237288,0.030303030303030304,fsing_ns,['GO:0030036']
84,GO:BP,GO:0051568,histone H3-K4 methylation,0.850324713573807,False,"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 4 of the histone."" [GOC:ai, GOC:pr]",33,59,1,11798,0.01694915254237288,0.030303030303030304,fsing_ns,['GO:0034968']
85,GO:BP,GO:0046173,polyol biosynthetic process,0.850324713573807,False,"""The chemical reactions and pathways resulting in the formation of a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms."" [GOC:curators]",31,59,1,11798,0.01694915254237288,0.03225806451612903,fsing_ns,"['GO:0019751', 'GO:0046165']"
86,GO:BP,GO:0061988,karyosome formation,0.850324713573807,False,"""The chromosome organization process in which meiotic chromosomes in the germ cell nucleus cluster together to form a compact spherical structure called the karyosome."" [PMID:19696886]",32,59,1,11798,0.01694915254237288,0.03125,fsing_ns,"['GO:0007276', 'GO:0022412', 'GO:0061982', 'GO:0070192']"
87,GO:BP,GO:0001707,mesoderm formation,0.850324713573807,False,"""The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."" [GOC:go_curators]",31,59,1,11798,0.01694915254237288,0.03225806451612903,fsing_ns,"['GO:0001704', 'GO:0048332']"
