,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
26,GO:BP,GO:0009058,biosynthetic process,7.935433302217504e-05,True,"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",2772,59,1,11798,0.01694915254237288,0.00036075036075036075,fsing,['GO:0008152']
27,GO:BP,GO:1901576,organic substance biosynthetic process,7.940904806424654e-05,True,"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]",2750,59,1,11798,0.01694915254237288,0.0003636363636363636,fsing,"['GO:0009058', 'GO:0071704']"
28,GO:BP,GO:0006725,cellular aromatic compound metabolic process,7.940904806424654e-05,True,"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]",2759,59,1,11798,0.01694915254237288,0.0003624501631025734,fsing,['GO:0044237']
29,GO:BP,GO:0046483,heterocycle metabolic process,0.00010886333905085939,True,"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]",2688,59,1,11798,0.01694915254237288,0.0003720238095238095,fsing,['GO:0044237']
30,GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.00016233360279986728,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",2612,59,1,11798,0.01694915254237288,0.00038284839203675346,fsing,"['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']"
31,GO:BP,GO:0010467,gene expression,0.00018836406301105658,True,"""The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",2578,59,1,11798,0.01694915254237288,0.0003878975950349108,fsing,['GO:0043170']
32,GO:BP,GO:0050789,regulation of biological process,0.00024817489358169734,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4403,59,7,11798,0.11864406779661017,0.001589825119236884,fsing,"['GO:0008150', 'GO:0065007']"
33,GO:BP,GO:0050794,regulation of cellular process,0.00024817489358169734,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4140,59,6,11798,0.1016949152542373,0.0014492753623188406,fsing,"['GO:0009987', 'GO:0050789']"
34,GO:BP,GO:0090304,nucleic acid metabolic process,0.0007874738196318916,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",2308,59,1,11798,0.01694915254237288,0.0004332755632582322,fsing,"['GO:0006139', 'GO:0043170']"
35,GO:BP,GO:0044267,cellular protein metabolic process,0.0009575730592347768,True,"""The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."" [GOC:jl]",2266,59,1,11798,0.01694915254237288,0.000441306266548985,fsing,"['GO:0019538', 'GO:0044260']"
36,GO:BP,GO:0031323,regulation of cellular metabolic process,0.0011070283823126292,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",2233,59,1,11798,0.01694915254237288,0.0004478280340349306,fsing,"['GO:0019222', 'GO:0044237', 'GO:0050794']"
37,GO:MF,GO:0005515,protein binding,0.001720499874697874,True,"""Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."" [GOC:go_curators]",3555,59,6,11762,0.1016949152542373,0.0016877637130801688,fsing,['GO:0005488']
38,GO:MF,GO:0003676,nucleic acid binding,0.0018406925749798867,True,"""Interacting selectively and non-covalently with any nucleic acid."" [GOC:jl]",1947,59,1,11762,0.01694915254237288,0.0005136106831022085,fsing,"['GO:0097159', 'GO:1901363']"
39,GO:BP,GO:0080090,regulation of primary metabolic process,0.002181853646078082,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",2105,59,1,11798,0.01694915254237288,0.00047505938242280285,fsing,"['GO:0019222', 'GO:0044238']"
40,GO:BP,GO:0051171,regulation of nitrogen compound metabolic process,0.0022509223441164114,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",2083,59,1,11798,0.01694915254237288,0.00048007681228996637,fsing,"['GO:0006807', 'GO:0019222']"
41,GO:BP,GO:0016070,RNA metabolic process,0.0022509223441164114,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",2079,59,1,11798,0.01694915254237288,0.000481000481000481,fsing,['GO:0090304']
42,GO:BP,GO:0051234,establishment of localization,0.0022509223441164114,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",2081,59,1,11798,0.01694915254237288,0.0004805382027871216,fsing,['GO:0051179']
43,GO:BP,GO:0019222,regulation of metabolic process,0.002404268840201079,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",2429,59,2,11798,0.03389830508474576,0.0008233841086867024,fsing,"['GO:0008152', 'GO:0050789']"
44,GO:BP,GO:0006810,transport,0.002862526421437955,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",2023,59,1,11798,0.01694915254237288,0.0004943153732081067,fsing,['GO:0051234']
45,GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.0050671149856235335,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2275,59,2,11798,0.03389830508474576,0.0008791208791208791,fsing,"['GO:0019222', 'GO:0043170']"
46,GO:BP,GO:0051716,cellular response to stimulus,0.005090665875917447,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",2268,59,2,11798,0.03389830508474576,0.0008818342151675485,fsing,"['GO:0009987', 'GO:0050896']"
47,GO:CC,GO:0005634,nucleus,0.0051235704588613986,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",3114,65,6,11919,0.09230769230769231,0.0019267822736030828,fsing,['GO:0043231']
48,GO:BP,GO:0050896,response to stimulus,0.005715024386273849,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",3160,59,5,11798,0.0847457627118644,0.0015822784810126582,fsing,['GO:0008150']
49,GO:BP,GO:0010468,regulation of gene expression,0.010601126310877855,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",1757,59,1,11798,0.01694915254237288,0.0005691519635742744,fsing,"['GO:0010467', 'GO:0060255']"
50,GO:BP,GO:0048519,negative regulation of biological process,0.011087787530066145,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1743,59,1,11798,0.01694915254237288,0.0005737234652897303,fsing,"['GO:0008150', 'GO:0050789']"
51,GO:BP,GO:0007154,cell communication,0.0161689983183261,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",2017,59,2,11798,0.03389830508474576,0.0009915716410510659,fsing,['GO:0009987']
52,GO:BP,GO:0043412,macromolecule modification,0.01750931773725184,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",1645,59,1,11798,0.01694915254237288,0.0006079027355623101,fsing,['GO:0043170']
53,GO:BP,GO:0023052,signaling,0.019027697851446115,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",1973,59,2,11798,0.03389830508474576,0.0010136847440446021,fsing,['GO:0008150']
54,GO:CC,GO:0012505,endomembrane system,0.023353663766137,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",1384,65,1,11919,0.015384615384615385,0.000722543352601156,fsing,['GO:0110165']
55,GO:CC,GO:0005886,plasma membrane,0.0264134472069984,True,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",1658,65,2,11919,0.03076923076923077,0.0012062726176115801,fsing,"['GO:0016020', 'GO:0071944']"
56,GO:BP,GO:0032501,multicellular organismal process,0.026752197580429606,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",3818,59,9,11798,0.15254237288135594,0.002357255107386066,fsing,['GO:0008150']
57,GO:BP,GO:0006464,cellular protein modification process,0.02926285223468445,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:go_curators]",1525,59,1,11798,0.01694915254237288,0.0006557377049180328,fsing,"['GO:0036211', 'GO:0044267']"
58,GO:BP,GO:0036211,protein modification process,0.02926285223468445,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",1525,59,1,11798,0.01694915254237288,0.0006557377049180328,fsing,"['GO:0019538', 'GO:0043412']"
59,GO:CC,GO:0071944,cell periphery,0.048769489388037775,True,"""The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."" [GOC:mah]",1798,65,3,11919,0.046153846153846156,0.0016685205784204673,fsing,['GO:0110165']
