,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
20,GO:MF,GO:0032553,ribonucleotide binding,1.1083748722323566e-13,True,"""Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1010,1310,44,11762,0.03358778625954199,0.04356435643564356,sing,"['GO:0000166', 'GO:0097367']"
21,GO:MF,GO:0004175,endopeptidase activity,1.3992317934116837e-13,True,"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."" [http://merops.sanger.ac.uk/about/glossary.htm#ENDOPEPTIDASE]",448,1310,7,11762,0.0053435114503816794,0.015625,sing,['GO:0008233']
22,GO:MF,GO:0060089,molecular transducer activity,1.598590048065389e-13,True,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",426,1310,6,11762,0.004580152671755725,0.014084507042253521,sing,['GO:0003674']
23,GO:MF,GO:0038023,signaling receptor activity,1.598590048065389e-13,True,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",426,1310,6,11762,0.004580152671755725,0.014084507042253521,sing,['GO:0060089']
24,GO:MF,GO:0032555,purine ribonucleotide binding,2.1153411100785492e-13,True,"""Interacting selectively and non-covalently with a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",998,1310,44,11762,0.03358778625954199,0.04408817635270541,sing,"['GO:0017076', 'GO:0032553']"
25,GO:MF,GO:0043168,anion binding,2.1153411100785492e-13,True,"""Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge."" [GOC:jl]",1191,1310,59,11762,0.0450381679389313,0.04953820319059614,sing,['GO:0043167']
26,GO:MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",7.545697990024027e-13,True,"""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",448,1310,8,11762,0.0061068702290076335,0.017857142857142856,sing,['GO:0003700']
27,GO:MF,GO:0017076,purine nucleotide binding,9.50401847883349e-13,True,"""Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."" [GOC:ai]",1004,1310,46,11762,0.035114503816793895,0.045816733067729085,sing,['GO:0000166']
28,GO:MF,GO:0004888,transmembrane signaling receptor activity,1.8938134288058777e-12,True,"""Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."" [GOC:go_curators, Wikipedia:Transmembrane_receptor]",360,1310,4,11762,0.0030534351145038168,0.011111111111111112,sing,['GO:0038023']
29,GO:MF,GO:0036094,small molecule binding,1.9184268029848773e-12,True,"""Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",1281,1310,69,11762,0.05267175572519084,0.053864168618266976,sing,['GO:0005488']
30,GO:MF,GO:0015318,inorganic molecular entity transmembrane transporter activity,2.8486031750798444e-12,True,"""Enables the transfer of an inorganic molecular entity from the outside of a cell to the inside of the cell across a membrane. An inorganic molecular entity is a molecular entity that contains no carbon."" [GOC:mtg_transport, ISBN:0815340729]",536,1310,14,11762,0.010687022900763359,0.026119402985074626,sing,['GO:0022857']
31,GO:MF,GO:1901265,nucleoside phosphate binding,5.011421650094254e-12,True,"""Interacting selectively and non-covalently with nucleoside phosphate."" [GOC:TermGenie]",1156,1310,60,11762,0.04580152671755725,0.05190311418685121,sing,"['GO:0097159', 'GO:1901363']"
32,GO:MF,GO:0000166,nucleotide binding,5.011421650094254e-12,True,"""Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",1156,1310,60,11762,0.04580152671755725,0.05190311418685121,sing,"['GO:0036094', 'GO:1901265']"
33,GO:BP,GO:0032501,multicellular organismal process,5.904901737246536e-12,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",3818,1437,339,11798,0.2359081419624217,0.08878994237820849,sing,['GO:0008150']
34,GO:BP,GO:0050896,response to stimulus,4.782079503513147e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",3160,1437,271,11798,0.1885873347251218,0.08575949367088608,sing,['GO:0008150']
35,GO:MF,GO:0017111,nucleoside-triphosphatase activity,6.263433528484867e-11,True,"""Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate."" [EC:3.6.1.15]",549,1310,17,11762,0.012977099236641221,0.030965391621129327,sing,['GO:0016462']
36,GO:MF,GO:0004252,serine-type endopeptidase activity,6.33622695646827e-11,True,"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [GOC:mah, https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",282,1310,2,11762,0.0015267175572519084,0.0070921985815602835,sing,"['GO:0004175', 'GO:0008236']"
37,GO:MF,GO:0003700,DNA-binding transcription factor activity,1.1036192253227094e-10,True,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",572,1310,19,11762,0.01450381679389313,0.033216783216783216,sing,['GO:0140110']
38,GO:MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,3.9367582500027327e-10,True,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",450,1310,12,11762,0.00916030534351145,0.02666666666666667,sing,['GO:0000976']
39,GO:MF,GO:0005524,ATP binding,4.042527054218749e-10,True,"""Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",804,1310,37,11762,0.028244274809160305,0.046019900497512436,sing,"['GO:0032559', 'GO:0035639']"
40,GO:MF,GO:0017171,serine hydrolase activity,4.758304961563085e-10,True,"""Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [Wikipedia:Serine_hydrolase]",306,1310,4,11762,0.0030534351145038168,0.013071895424836602,sing,['GO:0016787']
41,GO:MF,GO:0008236,serine-type peptidase activity,5.136541894309701e-10,True,"""Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."" [https://www.ebi.ac.uk/merops/about/glossary.shtml#CATTYPE]",305,1310,4,11762,0.0030534351145038168,0.013114754098360656,sing,"['GO:0008233', 'GO:0017171']"
42,GO:MF,GO:0001067,regulatory region nucleic acid binding,1.280384013328196e-09,True,"""Interacting selectively and non-covalently with a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",513,1310,17,11762,0.012977099236641221,0.03313840155945419,sing,['GO:0003676']
43,GO:MF,GO:0000976,transcription regulatory region sequence-specific DNA binding,1.3585452285040036e-09,True,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",512,1310,17,11762,0.012977099236641221,0.033203125,sing,"['GO:0001067', 'GO:1990837']"
44,GO:MF,GO:0032559,adenyl ribonucleotide binding,1.5404399187935177e-09,True,"""Interacting selectively and non-covalently with an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",823,1310,40,11762,0.030534351145038167,0.04860267314702309,sing,"['GO:0030554', 'GO:0032555']"
45,GO:MF,GO:0008509,anion transmembrane transporter activity,2.2035201380870618e-09,True,"""Enables the transfer of a negatively charged ion from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",270,1310,3,11762,0.0022900763358778627,0.011111111111111112,sing,['GO:0015075']
46,GO:BP,GO:0042221,response to chemical,2.2911008041834514e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",1317,1437,88,11798,0.061238691718858734,0.06681852695520121,sing,['GO:0050896']
47,GO:BP,GO:0007154,cell communication,2.769966524682439e-09,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",2017,1437,158,11798,0.10995128740431455,0.07833415964303421,sing,['GO:0009987']
48,GO:BP,GO:0023052,signaling,5.168652970001158e-09,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",1973,1437,155,11798,0.10786360473208072,0.07856056766345666,sing,['GO:0008150']
49,GO:BP,GO:0098660,inorganic ion transmembrane transport,5.168652970001158e-09,True,"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]",366,1437,9,11798,0.006263048016701462,0.02459016393442623,sing,['GO:0034220']
50,GO:MF,GO:0030554,adenyl nucleotide binding,6.446064105363014e-09,True,"""Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate."" [ISBN:0198506732]",828,1310,42,11762,0.03206106870229008,0.050724637681159424,sing,['GO:0017076']
51,GO:BP,GO:0007165,signal transduction,7.133080227880575e-09,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",1740,1437,132,11798,0.0918580375782881,0.07586206896551724,sing,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
52,GO:MF,GO:0022804,active transmembrane transporter activity,8.761746749388378e-09,True,"""Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",277,1310,4,11762,0.0030534351145038168,0.01444043321299639,sing,['GO:0022857']
53,GO:MF,GO:0097159,organic cyclic compound binding,9.421280155959015e-09,True,"""Interacting selectively and non-covalently with an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",3105,1310,255,11762,0.1946564885496183,0.0821256038647343,sing,['GO:0005488']
54,GO:CC,GO:0031012,extracellular matrix,9.752440793957074e-09,True,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]",269,1519,5,11919,0.0032916392363396972,0.01858736059479554,sing,"['GO:0005576', 'GO:0110165']"
55,GO:BP,GO:0009593,detection of chemical stimulus,2.0700801621217954e-08,True,"""The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal."" [GOC:jl]",207,1437,1,11798,0.0006958942240779402,0.004830917874396135,sing,"['GO:0042221', 'GO:0051606']"
56,GO:MF,GO:1901363,heterocyclic compound binding,2.244059360884758e-08,True,"""Interacting selectively and non-covalently with heterocyclic compound."" [GOC:TermGenie]",3085,1310,255,11762,0.1946564885496183,0.08265802269043761,sing,['GO:0005488']
57,GO:BP,GO:0007606,sensory perception of chemical stimulus,3.1700067682326984e-08,True,"""The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",281,1437,5,11798,0.003479471120389701,0.017793594306049824,sing,['GO:0007600']
58,GO:BP,GO:0006812,cation transport,4.091003330036211e-08,True,"""The directed movement of cations, atoms or small molecules with a net positive charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",443,1437,16,11798,0.011134307585247043,0.03611738148984198,sing,['GO:0006811']
59,GO:MF,GO:0005488,binding,6.141016347741096e-08,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",6733,1310,650,11762,0.4961832061068702,0.09653943264518046,sing,['GO:0003674']
60,GO:BP,GO:0050877,nervous system process,6.37138736701928e-08,True,"""A organ system process carried out by any of the organs or tissues of neurological system."" [GOC:ai, GOC:mtg_cardio]",604,1437,29,11798,0.020180932498260265,0.048013245033112585,sing,['GO:0003008']
61,GO:BP,GO:0030001,metal ion transport,8.708517673584584e-08,True,"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",287,1437,6,11798,0.0041753653444676405,0.020905923344947737,sing,['GO:0006812']
62,GO:MF,GO:0043565,sequence-specific DNA binding,9.318485082969247e-08,True,"""Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",650,1310,31,11762,0.02366412213740458,0.047692307692307694,sing,['GO:0003677']
63,GO:MF,GO:0016817,"hydrolase activity, acting on acid anhydrides",1.1138075999091989e-07,True,"""Catalysis of the hydrolysis of any acid anhydride."" [GOC:jl]",582,1310,26,11762,0.01984732824427481,0.044673539518900345,sing,['GO:0016787']
64,GO:MF,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",1.1759484318649762e-07,True,"""Catalysis of the hydrolysis of any acid anhydride which contains phosphorus."" [GOC:jl]",581,1310,26,11762,0.01984732824427481,0.04475043029259897,sing,['GO:0016817']
65,GO:MF,GO:0003690,double-stranded DNA binding,1.3606386788693184e-07,True,"""Interacting selectively and non-covalently with double-stranded DNA."" [GOC:elh, GOC:vw]",592,1310,27,11762,0.020610687022900764,0.04560810810810811,sing,['GO:0003677']
66,GO:MF,GO:0046914,transition metal ion binding,1.4749102154671363e-07,True,"""Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]",731,1310,38,11762,0.02900763358778626,0.05198358413132695,sing,['GO:0046872']
67,GO:MF,GO:0016462,pyrophosphatase activity,1.7470830827675818e-07,True,"""Catalysis of the hydrolysis of a pyrophosphate bond between two phosphate groups, leaving one phosphate on each of the two fragments."" [EC:3.6.1.-, GOC:curators]",575,1310,26,11762,0.01984732824427481,0.04521739130434783,sing,['GO:0016818']
68,GO:MF,GO:0005216,ion channel activity,2.1064413817337305e-07,True,"""Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."" [GOC:cy, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",263,1310,5,11762,0.003816793893129771,0.019011406844106463,sing,"['GO:0015075', 'GO:0015267', 'GO:0015318']"
69,GO:MF,GO:0015267,channel activity,2.146494282182043e-07,True,"""Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules."" [GOC:mtg_transport, ISBN:0815340729, TC:1.-.-.-.-]",280,1310,6,11762,0.004580152671755725,0.02142857142857143,sing,['GO:0022803']
70,GO:MF,GO:0022803,passive transmembrane transporter activity,2.146494282182043e-07,True,"""Enables the transfer of a single solute from one side of a membrane to the other by a mechanism involving conformational change, either by facilitated diffusion or in a membrane potential dependent process if the solute is charged."" [GOC:mtg_transport, ISBN:0815340729]",280,1310,6,11762,0.004580152671755725,0.02142857142857143,sing,['GO:0022857']
71,GO:BP,GO:0007600,sensory perception,2.4234545976584784e-07,True,"""The series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai, GOC:dph]",409,1437,15,11798,0.010438413361169102,0.03667481662591687,sing,['GO:0050877']
72,GO:MF,GO:1990837,sequence-specific double-stranded DNA binding,2.8732784195630276e-07,True,"""Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]",541,1310,24,11762,0.0183206106870229,0.04436229205175601,sing,"['GO:0003690', 'GO:0043565']"
73,GO:BP,GO:0003008,system process,4.2360481438076826e-07,True,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",708,1437,40,11798,0.027835768963117607,0.05649717514124294,sing,['GO:0032501']
74,GO:BP,GO:0098662,inorganic cation transmembrane transport,5.848988300371213e-07,True,"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",314,1437,9,11798,0.006263048016701462,0.028662420382165606,sing,"['GO:0098655', 'GO:0098660']"
75,GO:BP,GO:0098655,cation transmembrane transport,5.848988300371213e-07,True,"""The process in which a cation is transported across a membrane."" [GOC:dos, GOC:vw]",357,1437,12,11798,0.008350730688935281,0.03361344537815126,sing,"['GO:0006812', 'GO:0034220']"
76,GO:BP,GO:0051716,cellular response to stimulus,6.61248369000882e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",2268,1437,197,11798,0.1370911621433542,0.08686067019400352,sing,"['GO:0009987', 'GO:0050896']"
77,GO:MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,7.474876212196649e-07,True,"""Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."" [GOC:txnOH-2018]",300,1310,8,11762,0.0061068702290076335,0.02666666666666667,sing,"['GO:0000977', 'GO:0000987']"
78,GO:MF,GO:0008324,cation transmembrane transporter activity,8.277488810580963e-07,True,"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",375,1310,13,11762,0.009923664122137405,0.034666666666666665,sing,['GO:0015075']
79,GO:BP,GO:1901564,organonitrogen compound metabolic process,8.360012479545552e-07,True,"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]",3492,1437,333,11798,0.23173277661795408,0.09536082474226804,sing,"['GO:0006807', 'GO:0071704']"
80,GO:MF,GO:0008270,zinc ion binding,9.25619604668234e-07,True,"""Interacting selectively and non-covalently with zinc (Zn) ions."" [GOC:ai]",525,1310,24,11762,0.0183206106870229,0.045714285714285714,sing,['GO:0046914']
81,GO:BP,GO:0050906,detection of stimulus involved in sensory perception,9.986339989447369e-07,True,"""The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos, GOC:dph]",171,1437,1,11798,0.0006958942240779402,0.005847953216374269,sing,"['GO:0007600', 'GO:0051606']"
82,GO:MF,GO:0016887,ATPase activity,1.034146571865974e-06,True,"""A molecular function that uses ATP hydrolysis as an energy source, for example to catalyze a reaction or drive transport against a concentration gradient."" [GOC:pdt]",372,1310,13,11762,0.009923664122137405,0.03494623655913978,sing,['GO:0017111']
83,GO:CC,GO:0110165,cellular anatomical entity,1.109491970363404e-06,True,"""A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex."" [GOC:kmv]",10365,1519,1249,11919,0.8222514812376563,0.12050168837433671,sing,['GO:0005575']
84,GO:BP,GO:0051606,detection of stimulus,1.1192004664107807e-06,True,"""The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal."" [GOC:add, GOC:ai, GOC:dph, GOC:mah]",291,1437,8,11798,0.0055671537926235215,0.027491408934707903,sing,['GO:0050896']
85,GO:BP,GO:0040003,chitin-based cuticle development,1.433068087217798e-06,True,"""Synthesis and deposition of a chitin-based noncellular, hardened, or membranous secretion from an epithelial sheet. An example of this process is found in Drosophila melanogaster."" [GOC:mtg_sensu]",207,1437,3,11798,0.0020876826722338203,0.014492753623188406,sing,['GO:0042335']
