GeneID	GeneLength
LOC108005331|XP_016924052.1|DSUZ	307
LOC108005823|XP_016924649.1|DSUZ	602
LOC108019364|XP_016942678.1|DSUZ	127
LOC108004613|XP_016923045.1|DSUZ	282
LOC108020912|XP_016944818.1|DSUZ	475
LOC108020914|XP_016944823.1|DSUZ	212
LOC108020915|XP_016944824.1|DSUZ	199
LOC108020913|XP_016944820.1|DSUZ	294
LOC108004998|XP_016923609.1|DSUZ	137
LOC108021550|XP_016945807.1|DSUZ	360
LOC108021396|XP_016945584.1|DSUZ	343
LOC108005636|XP_016924441.1|DSUZ	190
LOC108005626|XP_016924429.1|DSUZ	383
LOC108009384|XP_016929187.1|DSUZ	376
LOC108021531|XP_016945782.1|DSUZ	147
LOC108016851|XP_016939203.1|DSUZ	945
LOC108021063|XP_016945060.1|DSUZ	414
LOC108020916|XP_016944825.1|DSUZ	1188
LOC108021102|XP_016945120.1|DSUZ	843
LOC108009605|XP_016929582.1|DSUZ	244
LOC108007190|XP_016926317.1|DSUZ	149
LOC108021031|XP_016945008.1|DSUZ	77
LOC108004894|XP_016923469.1|DSUZ	349
LOC108021454|XP_016945669.1|DSUZ	1255
LOC108019928|XP_016943530.1|DSUZ	162
LOC108021213|XP_016945300.1|DSUZ	769
LOC108017116|XP_016939568.1|DSUZ	683
LOC108005655|XP_016924463.1|DSUZ	776
LOC108011926|XP_016932666.1|DSUZ	202
LOC108005279|XP_016923962.1|DSUZ	483
LOC108015405|XP_016937318.1|DSUZ	1267
LOC108015451|XP_016937375.1|DSUZ	241
LOC108015440|XP_016937362.1|DSUZ	439
LOC108015412|XP_016937331.1|DSUZ	662
LOC108007247|XP_016926378.1|DSUZ	236
LOC108007238|XP_016926367.1|DSUZ	321
LOC108013536|XP_016934925.1|DSUZ	784
LOC108011637|XP_016932318.1|DSUZ	194
LOC108013095|XP_016934232.1|DSUZ	79
LOC108013864|XP_016935358.1|DSUZ	281
LOC108020654|XP_016944503.1|DSUZ	784
LOC108021180|XP_016945254.1|DSUZ	538
LOC108021675|XP_016945983.1|DSUZ	753
LOC108021422|XP_016945623.1|DSUZ	124
LOC108008594|XP_016927965.1|DSUZ	282
LOC108019224|XP_016942513.1|DSUZ	318
LOC108013210|XP_016934420.1|DSUZ	131
LOC108009818|XP_016929993.1|DSUZ	132
LOC108010628|XP_016931012.1|DSUZ	112
LOC108016540|XP_016938706.1|DSUZ	381
LOC108019153|XP_016942395.1|DSUZ	59
LOC108021468|XP_016945689.1|DSUZ	740
LOC108021090|XP_016945102.1|DSUZ	241
LOC108021542|XP_016945797.1|DSUZ	281
LOC108013905|XP_016935402.1|DSUZ	853
LOC108013985|XP_016935488.1|DSUZ	418
LOC108014003|XP_016935505.1|DSUZ	308
LOC108013973|XP_016935481.1|DSUZ	420
LOC108021253|XP_016945359.1|DSUZ	584
LOC108004934|XP_016923525.1|DSUZ	688
LOC108005540|XP_016924326.1|DSUZ	374
LOC108021656|XP_016945958.1|DSUZ	585
LOC108021218|XP_016945306.1|DSUZ	922
LOC108021242|XP_016945340.1|DSUZ	679
LOC108020976|XP_016944915.1|DSUZ	188
LOC108021249|XP_016945356.1|DSUZ	753
LOC108021198|XP_016945276.1|DSUZ	183
LOC108012348|XP_016933190.1|DSUZ	91
LOC108021284|XP_016945412.1|DSUZ	480
LOC108021659|XP_016945960.1|DSUZ	915
LOC108021320|XP_016945475.1|DSUZ	323
LOC108021319|XP_016945472.1|DSUZ	557
LOC108021567|XP_016945834.1|DSUZ	491
LOC108016924|XP_016939343.1|DSUZ	240
LOC108021382|XP_016945569.1|DSUZ	733
LOC108005258|XP_016923940.1|DSUZ	658
LOC108005578|XP_016924372.1|DSUZ	174
LOC108011006|XP_016931524.1|DSUZ	87
LOC108008575|XP_016927942.1|DSUZ	93
LOC108011320|XP_016931921.1|DSUZ	115
LOC108008499|XP_016927856.1|DSUZ	281
LOC108017481|XP_016940075.1|DSUZ	1083
LOC108021228|XP_016945318.1|DSUZ	316
LOC108021227|XP_016945317.1|DSUZ	881
LOC108018053|XP_016940936.1|DSUZ	1139
LOC108012296|XP_016933090.1|DSUZ	225
LOC108014728|XP_016936429.1|DSUZ	404
LOC108021100|XP_016945117.1|DSUZ	453
LOC108021663|XP_016945969.1|DSUZ	449
LOC108019112|XP_016942328.1|DSUZ	300
LOC108005904|XP_016924800.1|DSUZ	306
LOC108021272|XP_016945393.1|DSUZ	764
LOC108011592|XP_016932253.1|DSUZ	434
LOC108021693|XP_016946010.1|DSUZ	444
LOC108021193|XP_016945270.1|DSUZ	392
LOC108017367|XP_016939880.1|DSUZ	350
LOC108006176|XP_016925103.1|DSUZ	390
LOC108021593|XP_016945872.1|DSUZ	657
LOC108009078|XP_016928617.1|DSUZ	358
LOC108020953|XP_016944884.1|DSUZ	603
LOC108011654|XP_016932342.1|DSUZ	1900
LOC108011736|XP_016932453.1|DSUZ	50
LOC108021096|XP_016945111.1|DSUZ	253
LOC108020910|XP_016944817.1|DSUZ	2095
LOC108006587|XP_016925603.1|DSUZ	414
LOC108010824|XP_016931279.1|DSUZ	268
LOC108005349|XP_016924082.1|DSUZ	488
LOC108008722|XP_016928112.1|DSUZ	483
LOC108021643|XP_016945946.1|DSUZ	372
LOC108017245|XP_016939735.1|DSUZ	1259
LOC108020231|XP_016943843.1|DSUZ	763
LOC108020984|XP_016944929.1|DSUZ	507
LOC108020904|XP_016944810.1|DSUZ	966
LOC108010947|XP_016931451.1|DSUZ	633
LOC108017837|XP_016940482.1|DSUZ	568
LOC108008091|XP_016927373.1|DSUZ	280
LOC108005933|XP_016924836.1|DSUZ	351
LOC108005935|XP_016924851.1|DSUZ	289
LOC108015232|XP_016937068.1|DSUZ	928
LOC108015241|XP_016937080.1|DSUZ	465
LOC108021159|XP_016945226.1|DSUZ	222
LOC108005726|XP_016924545.1|DSUZ	239
LOC108016245|XP_016938394.1|DSUZ	1906
LOC108021716|XP_016946042.1|DSUZ	608
LOC108008969|XP_016928397.1|DSUZ	472
LOC108011848|XP_016932580.1|DSUZ	366
LOC108020335|XP_016943963.1|DSUZ	394
LOC108020337|XP_016943979.1|DSUZ	122
LOC108020354|XP_016944040.1|DSUZ	630
LOC108015733|XP_016937762.1|DSUZ	112
LOC108009116|XP_016928681.1|DSUZ	194
LOC108005379|XP_016924131.1|DSUZ	97
LOC108005370|XP_016924121.1|DSUZ	608
LOC108016593|XP_016938902.1|DSUZ	2891
LOC108014575|XP_016936221.1|DSUZ	948
LOC108020887|XP_016944779.1|DSUZ	1734
LOC108005771|XP_016924592.1|DSUZ	457
LOC108013377|XP_016934690.1|DSUZ	165
LOC108020264|XP_016943879.1|DSUZ	255
LOC108020274|XP_016943892.1|DSUZ	286
LOC108021233|XP_016945331.1|DSUZ	696
LOC108006353|XP_016925363.1|DSUZ	380
LOC108005179|XP_016923852.1|DSUZ	144
LOC108021085|XP_016945095.1|DSUZ	685
LOC108021086|XP_016945096.1|DSUZ	423
LOC108020587|XP_016944429.1|DSUZ	1902
LOC108017082|XP_016939534.1|DSUZ	76
LOC108017075|XP_016939525.1|DSUZ	113
LOC108017197|XP_016939684.1|DSUZ	117
LOC108017166|XP_016939653.1|DSUZ	270
LOC108017177|XP_016939663.1|DSUZ	201
LOC108017155|XP_016939642.1|DSUZ	297
LOC108017543|XP_016940147.1|DSUZ	172
LOC108021208|XP_016945294.1|DSUZ	306
LOC108021003|XP_016944960.1|DSUZ	245
LOC108021025|XP_016944995.1|DSUZ	1142
LOC108021555|XP_016945813.1|DSUZ	458
LOC108021556|XP_016945814.1|DSUZ	361
LOC108021557|XP_016945815.1|DSUZ	148
LOC108006160|XP_016925102.1|DSUZ	189
LOC108016275|XP_016938395.1|DSUZ	172
LOC108020857|XP_016944738.1|DSUZ	1179
LOC108012340|XP_016933134.1|DSUZ	203
LOC108019161|XP_016942406.1|DSUZ	1033
LOC108021420|XP_016945620.1|DSUZ	130
LOC108021054|XP_016945050.1|DSUZ	205
LOC108021053|XP_016945048.1|DSUZ	362
LOC108004925|XP_016923515.1|DSUZ	138
LOC108021595|XP_016945876.1|DSUZ	579
LOC108021596|XP_016945878.1|DSUZ	227
LOC108006999|XP_016926097.1|DSUZ	290
LOC108021000|XP_016944956.1|DSUZ	560
LOC108020999|XP_016944955.1|DSUZ	685
LOC108021425|XP_016945626.1|DSUZ	812
LOC108021381|XP_016945565.1|DSUZ	623
LOC108021056|XP_016945052.1|DSUZ	391
LOC108020899|XP_016944805.1|DSUZ	253
LOC108020897|XP_016944804.1|DSUZ	1248
LOC108010337|XP_016930750.1|DSUZ	203
LOC108021263|XP_016945377.1|DSUZ	449
LOC108010037|XP_016930337.1|DSUZ	205
LOC108007503|XP_016926680.1|DSUZ	320
LOC108021281|XP_016945408.1|DSUZ	775
LOC108021078|XP_016945080.1|DSUZ	203
LOC108008413|XP_016927751.1|DSUZ	465
LOC108005843|XP_016924683.1|DSUZ	299
LOC108021118|XP_016945156.1|DSUZ	248
LOC108021117|XP_016945155.1|DSUZ	839
LOC108021681|XP_016945987.1|DSUZ	120
LOC108007412|XP_016926557.1|DSUZ	351
LOC108021554|XP_016945812.1|DSUZ	193
LOC108021553|XP_016945810.1|DSUZ	544
LOC108021073|XP_016945075.1|DSUZ	1363
LOC108008930|XP_016928334.1|DSUZ	192
LOC108008787|XP_016928176.1|DSUZ	122
LOC108011043|XP_016931590.1|DSUZ	259
LOC108016008|XP_016938093.1|DSUZ	1357
LOC108005551|XP_016924337.1|DSUZ	637
LOC108011174|XP_016931753.1|DSUZ	240
LOC108021136|XP_016945182.1|DSUZ	1414
LOC108006344|XP_016925352.1|DSUZ	439
LOC108006937|XP_016926031.1|DSUZ	208
LOC108005962|XP_016924886.1|DSUZ	308
LOC108005067|XP_016923699.1|DSUZ	617
LOC108011224|XP_016931814.1|DSUZ	170
LOC108014023|XP_016935529.1|DSUZ	60
LOC108020971|XP_016944907.1|DSUZ	401
LOC108011145|XP_016931722.1|DSUZ	190
LOC108009770|XP_016929891.1|DSUZ	365
LOC108012729|XP_016933652.1|DSUZ	132
LOC108010073|XP_016930379.1|DSUZ	223
LOC108012065|XP_016932836.1|DSUZ	213
LOC108021431|XP_016945636.1|DSUZ	397
LOC108019665|XP_016943082.1|DSUZ	740
LOC108021370|XP_016945550.1|DSUZ	88
LOC108021368|XP_016945548.1|DSUZ	253
LOC108021369|XP_016945549.1|DSUZ	232
LOC108004945|XP_016923536.1|DSUZ	524
LOC108021719|XP_016946045.1|DSUZ	570
LOC108006609|XP_016925622.1|DSUZ	106
LOC108021262|XP_016945375.1|DSUZ	1341
LOC108021723|XP_016946048.1|DSUZ	279
LOC108021223|XP_016945315.1|DSUZ	293
LOC108009558|XP_016929512.1|DSUZ	345
LOC108021134|XP_016945180.1|DSUZ	724
LOC108006309|XP_016925293.1|DSUZ	161
LOC108019964|XP_016943571.1|DSUZ	182
LOC108004647|XP_016923087.1|DSUZ	173
LOC108004589|XP_016923017.1|DSUZ	121
LOC108021779|XP_016946071.1|DSUZ	167
LOC108004674|XP_016923145.1|DSUZ	240
LOC108004756|XP_016923282.1|DSUZ	212
LOC108004574|XP_016922999.1|DSUZ	355
LOC108004718|XP_016923226.1|DSUZ	1322
LOC108004772|XP_016923308.1|DSUZ	184
LOC108004684|XP_016923162.1|DSUZ	397
LOC108004738|XP_016923253.1|DSUZ	133
LOC108004676|XP_016923151.1|DSUZ	243
LOC108004675|XP_016923146.1|DSUZ	459
LOC108021836|XP_016946131.1|DSUZ	379
LOC108021828|XP_016946121.1|DSUZ	184
LOC108004668|XP_016923133.1|DSUZ	419
LOC108021794|XP_016946087.1|DSUZ	3465
LOC108004599|XP_016923028.1|DSUZ	109
LOC108004714|XP_016923218.1|DSUZ	862
LOC108004721|XP_016923230.1|DSUZ	130
LOC108004742|XP_016923259.1|DSUZ	1043
LOC108004690|XP_016923187.1|DSUZ	839
LOC108004631|XP_016923060.1|DSUZ	191
LOC108004603|XP_016923031.1|DSUZ	186
LOC108021798|XP_016946090.1|DSUZ	106
LOC108004637|XP_016923075.1|DSUZ	940
LOC108004640|XP_016923079.1|DSUZ	419
LOC108004764|XP_016923294.1|DSUZ	745
LOC108004766|XP_016923298.1|DSUZ	238
LOC108004564|XP_016922988.1|DSUZ	557
LOC108021830|XP_016946124.1|DSUZ	413
LOC108004732|XP_016923246.1|DSUZ	175
LOC108004609|XP_016923038.1|DSUZ	232
LOC108004770|XP_016923305.1|DSUZ	720
LOC108004623|XP_016923051.1|DSUZ	104
LOC108004605|XP_016923033.1|DSUZ	227
LOC108004616|XP_016923044.1|DSUZ	87
LOC108021802|XP_016946093.1|DSUZ	74
LOC108004775|XP_016923313.1|DSUZ	115
LOC108004578|XP_016923007.1|DSUZ	686
LOC108004628|XP_016923056.1|DSUZ	214
LOC108004566|XP_016922991.1|DSUZ	56
LOC108004739|XP_016923254.1|DSUZ	436
LOC108004693|XP_016923192.1|DSUZ	486
LOC108021837|XP_016946132.1|DSUZ	300
LOC108004654|XP_016923098.1|DSUZ	1113
LOC108004751|XP_016923276.1|DSUZ	530
LOC108004799|XP_016923340.1|DSUZ	89
LOC108004801|XP_016923342.1|DSUZ	207
LOC108004802|XP_016923343.1|DSUZ	115
LOC108004786|XP_016923324.1|DSUZ	514
LOC108004815|XP_016923374.1|DSUZ	180
LOC108004845|XP_016923415.1|DSUZ	335
LOC108004838|XP_016923403.1|DSUZ	83
LOC108004871|XP_016923444.1|DSUZ	376
LOC108004886|XP_016923459.1|DSUZ	76
LOC108004892|XP_016923464.1|DSUZ	68
LOC108004916|XP_016923493.1|DSUZ	511
LOC108004938|XP_016923526.1|DSUZ	3577
LOC108004956|XP_016923547.1|DSUZ	331
LOC108004949|XP_016923538.1|DSUZ	1067
LOC108005053|XP_016923682.1|DSUZ	469
LOC108005042|XP_016923669.1|DSUZ	235
LOC108005030|XP_016923654.1|DSUZ	328
LOC108005073|XP_016923702.1|DSUZ	81
LOC108005085|XP_016923744.1|DSUZ	373
LOC108005084|XP_016923740.1|DSUZ	594
LOC108005107|XP_016923770.1|DSUZ	598
LOC108005507|XP_016924303.1|DSUZ	864
LOC108005462|XP_016924247.1|DSUZ	102
LOC108005239|XP_016923922.1|DSUZ	1091
LOC108005249|XP_016923930.1|DSUZ	133
LOC108005485|XP_016924278.1|DSUZ	176
LOC108005300|XP_016924000.1|DSUZ	98
LOC108005435|XP_016924210.1|DSUZ	631
LOC108005363|XP_016924103.1|DSUZ	190
LOC108005365|XP_016924104.1|DSUZ	120
LOC108005356|XP_016924091.1|DSUZ	2035
LOC108005449|XP_016924227.1|DSUZ	632
LOC108005366|XP_016924105.1|DSUZ	1518
LOC108005287|XP_016923972.1|DSUZ	119
LOC108005227|XP_016923907.1|DSUZ	183
LOC108005195|XP_016923869.1|DSUZ	200
LOC108005118|XP_016923781.1|DSUZ	846
LOC108005420|XP_016924187.1|DSUZ	248
LOC108005434|XP_016924205.1|DSUZ	561
LOC108005201|XP_016923877.1|DSUZ	241
LOC108005340|XP_016924065.1|DSUZ	182
LOC108005459|XP_016924244.1|DSUZ	445
LOC108005295|XP_016923986.1|DSUZ	268
LOC108005355|XP_016924090.1|DSUZ	143
LOC108005170|XP_016923834.1|DSUZ	249
LOC108005182|XP_016923855.1|DSUZ	297
LOC108005454|XP_016924235.1|DSUZ	505
LOC108005125|XP_016923788.1|DSUZ	239
LOC108005311|XP_016924010.1|DSUZ	237
LOC108005310|XP_016924009.1|DSUZ	469
LOC108005488|XP_016924282.1|DSUZ	220
LOC108005384|XP_016924134.1|DSUZ	357
LOC108005383|XP_016924133.1|DSUZ	415
LOC108005127|XP_016923790.1|DSUZ	204
LOC108005394|XP_016924146.1|DSUZ	108
LOC108005129|XP_016923792.1|DSUZ	331
LOC108005372|XP_016924119.1|DSUZ	131
LOC108005207|XP_016923884.1|DSUZ	197
LOC108005210|XP_016923888.1|DSUZ	540
LOC108005480|XP_016924270.1|DSUZ	159
LOC108005208|XP_016923885.1|DSUZ	240
LOC108005221|XP_016923901.1|DSUZ	179
LOC108005332|XP_016924048.1|DSUZ	700
LOC108005407|XP_016924159.1|DSUZ	431
LOC108005216|XP_016923894.1|DSUZ	305
LOC108005204|XP_016923880.1|DSUZ	334
LOC108005143|XP_016923806.1|DSUZ	405
LOC108005502|XP_016924297.1|DSUZ	452
LOC108005253|XP_016923935.1|DSUZ	694
LOC108005261|XP_016923939.1|DSUZ	191
LOC108005303|XP_016924002.1|DSUZ	328
LOC108005501|XP_016924294.1|DSUZ	1891
LOC108005173|XP_016923836.1|DSUZ	358
LOC108005163|XP_016923826.1|DSUZ	228
LOC108005235|XP_016923916.1|DSUZ	107
LOC108005557|XP_016924341.1|DSUZ	186
LOC108005556|XP_016924340.1|DSUZ	246
LOC108005526|XP_016924308.1|DSUZ	599
LOC108005555|XP_016924339.1|DSUZ	424
LOC108005564|XP_016924352.1|DSUZ	334
LOC108005545|XP_016924328.1|DSUZ	248
LOC108005597|XP_016924386.1|DSUZ	160
LOC108005611|XP_016924410.1|DSUZ	562
LOC108005632|XP_016924432.1|DSUZ	87
LOC108005642|XP_016924445.1|DSUZ	1154
LOC108005649|XP_016924449.1|DSUZ	936
LOC108005658|XP_016924466.1|DSUZ	449
LOC108005657|XP_016924461.1|DSUZ	287
LOC108005652|XP_016924456.1|DSUZ	80
LOC108005660|XP_016924471.1|DSUZ	127
LOC108005699|XP_016924514.1|DSUZ	62
LOC108005717|XP_016924532.1|DSUZ	95
LOC108005722|XP_016924539.1|DSUZ	2572
LOC108005724|XP_016924540.1|DSUZ	95
LOC108005794|XP_016924612.1|DSUZ	376
LOC108005798|XP_016924617.1|DSUZ	373
LOC108005822|XP_016924644.1|DSUZ	408
LOC108005820|XP_016924638.1|DSUZ	509
LOC108005796|XP_016924615.1|DSUZ	533
LOC108005784|XP_016924602.1|DSUZ	388
LOC108005852|XP_016924709.1|DSUZ	294
LOC108005875|XP_016924744.1|DSUZ	621
LOC108005791|XP_016924610.1|DSUZ	605
LOC108005788|XP_016924607.1|DSUZ	1096
LOC108005906|XP_016924797.1|DSUZ	652
LOC108005869|XP_016924735.1|DSUZ	2539
LOC108005799|XP_016924618.1|DSUZ	358
LOC108005865|XP_016924732.1|DSUZ	311
LOC108005855|XP_016924721.1|DSUZ	251
LOC108005809|XP_016924627.1|DSUZ	605
